AccXWrist,AccYWrist,AccZWrist,GyroXWrist,GyroYWrist,GyroZWrist,AccXShank,AccYShank,AccZShank,GyroXShank,GyroYShank,GyroZShank,asisDataLX,asisDataLY,asisDataLZ,asisDataRX,asisDataRY,asisDataRZ,psisDataLX,psisDataLY,psisDataLZ,psisDataRX,psisDataRY,psisDataRZ,thighDataLX,thighDataLY,thighDataLZ,thighDataRX,thighDataRY,thighDataRZ,kneeDataLX,kneeDataLY,kneeDataLZ,kneeDataRX,kneeDataRY,kneeDataRZ,heelDataLX,heelDataLY,heelDataLZ,heelDataRX,heelDataRY,heelDataRZ,tibDataLX,tibDataLY,tibDataLZ,tibDataRX,tibDataRY,tibDataRZ,ankDataLX,ankDataLY,ankDataLZ,ankDataRX,ankDataRY,ankDataRZ,toeDataLX,toeDataLY,toeDataLZ,toeDataRX,toeDataRY,toeDataRZ,FP1X,FP1Y,FP1Z,FP2X,FP2Y,FP2Z
-1.8489251,1.6974765,9.36478,0.06471872,0.08187297,0.3538284,0.58287764,1.5425353,9.774176,-0.11267155,-0.002285418,-0.02867452,391.10565,920.3379,905.7438,399.23486,576.30273,938.3622,138.95792,797.9508,1006.6276,139.8988,696.91455,1011.2922,0.0,0.0,0.0,0.0,0.0,0.0,310.2439,934.2436,466.71252,330.5274,561.70215,481.5166,198.4406,864.2675,37.996803,211.10533,615.50244,45.287582,268.28906,962.4449,276.86914,265.71237,551.19147,230.71062,238.96568,903.6443,71.70382,249.26654,577.2103,72.39467,390.41928,932.3524,38.693367,409.46014,576.45984,37.558853,-0.0,-0.0,-0.0,-5.689416,-9.654366,-934.94147
-1.8368357,1.699083,9.359303,0.066744715,0.08132115,0.35079053,0.5682924,1.4898068,9.785511,-0.11033945,-0.00322146,-0.02870372,391.126,920.3553,905.79584,399.15012,576.40173,938.30615,138.95715,797.973,1006.5904,139.82608,696.90326,1011.2925,0.0,0.0,0.0,0.0,0.0,0.0,310.23022,934.2378,466.72214,330.3951,561.575,481.62558,198.37502,864.3076,38.065407,211.21713,615.82904,44.99885,268.24426,962.4663,276.86554,265.6652,551.17346,230.74591,238.98203,903.64355,71.70667,249.26062,577.21515,72.39575,390.443,932.2874,38.701168,409.4426,576.3782,37.495552,-0.0,-0.0,-0.0,-7.035041,-10.048932,-934.48663
-1.8320022,1.6900012,9.353574,0.067233555,0.083643325,0.3492574,0.603965,1.4463487,9.774413,-0.1104681,0.0013638632,-0.030909643,391.12778,920.33325,905.76666,399.09128,576.4673,938.3297,138.90282,798.0231,1006.6369,139.82555,696.94476,1011.2831,0.0,0.0,0.0,0.0,0.0,0.0,310.20248,934.2586,466.71518,330.71964,561.5044,481.6279,198.38705,864.29987,38.13088,211.41927,615.5263,45.039165,268.23117,962.46356,276.8823,265.76373,551.18524,230.67122,238.98589,903.65247,71.69218,249.20038,577.17645,72.433876,390.42728,932.3448,38.651592,409.32965,576.4059,37.51687,-0.0,-0.0,-0.0,-6.51028,-10.232542,-935.35425
-1.8462236,1.6637325,9.332585,0.06655085,0.08387428,0.344848,0.54298574,1.4423636,9.790503,-0.10912895,-0.0031246718,-0.028338736,391.0766,920.31384,905.72943,399.07358,576.45026,938.29425,138.8171,798.008,1006.59546,139.78159,696.9267,1011.2557,0.0,0.0,0.0,0.0,0.0,0.0,310.19183,934.25854,466.72137,330.60843,561.517,481.54178,198.41049,864.305,38.04901,211.29597,615.8321,44.926964,268.23236,962.40454,276.85645,265.71454,551.1956,230.70341,238.98247,903.67786,71.70948,249.22284,577.1914,72.45079,390.41983,932.3081,38.72386,409.37823,576.3996,37.541676,-0.0,-0.0,-0.0,-6.7457676,-9.066677,-935.49603
-1.8232713,1.6954328,9.331117,0.06696359,0.08420162,0.34321883,0.5266937,1.4207553,9.81842,-0.108722076,-0.0019610163,-0.02849832,391.0156,920.35065,905.7459,398.99896,576.28204,938.4135,139.34128,798.4031,1006.532,139.6889,696.9025,1011.29736,0.0,0.0,0.0,0.0,0.0,0.0,310.17883,934.2807,466.73004,330.61227,561.5162,481.61996,198.44334,864.3201,38.038692,211.28293,615.4998,45.195583,268.23474,962.3959,276.85327,265.7384,551.1874,230.73145,238.97298,903.6461,71.713455,249.26433,577.2083,72.37584,390.40582,932.2756,38.733273,409.44434,576.3802,37.38897,-0.0,-0.0,-0.0,-6.7269273,-9.460504,-935.67914
-1.792347,1.6757233,9.320238,0.068190515,0.08366171,0.34315646,0.551504,1.4529624,9.80163,-0.10595713,-0.0030421312,-0.026885621,391.06058,920.35333,905.835,398.9708,576.52905,938.34436,139.23665,798.44073,1006.4766,139.67825,696.8977,1011.2638,0.0,0.0,0.0,0.0,0.0,0.0,310.16843,934.2345,466.71533,330.25464,561.72003,481.64377,198.44054,864.2914,38.06872,211.32079,615.8618,44.93304,268.24045,962.4436,276.84708,265.70178,551.19604,230.67117,238.95416,903.6509,71.719635,249.25677,577.248,72.3968,390.39615,932.3199,38.731873,409.37323,576.3597,37.417767,-0.0,-0.0,-0.0,-7.1937246,-9.310464,-935.4417
-1.8336161,1.6696023,9.294627,0.069045104,0.08602198,0.3427102,0.5360078,1.4862773,9.8010645,-0.106741585,-0.005697648,-0.03029786,391.018,920.3451,905.7834,398.9155,576.33563,938.3753,139.25194,798.4632,1006.41534,139.6657,696.9142,1011.23645,0.0,0.0,0.0,0.0,0.0,0.0,310.15503,934.26306,466.73047,330.5476,561.6282,481.58398,198.43007,864.3122,38.08195,211.40501,615.57513,45.093082,268.22842,962.4588,276.85672,265.6792,551.1443,230.7065,238.95107,903.65,71.71502,249.26265,577.19574,72.38992,390.4223,932.39056,38.7904,409.36334,576.29144,37.260723,-0.0,-0.0,-0.0,-6.8317585,-10.453565,-935.60815
-1.8319192,1.684386,9.283741,0.06813739,0.08789446,0.34415296,0.54732794,1.5242268,9.747939,-0.106064625,-0.0039027738,-0.026783288,390.9845,920.3451,905.82965,398.84348,576.5327,938.3794,139.30843,798.5172,1006.25964,139.6071,696.92505,1011.2102,0.0,0.0,0.0,0.0,0.0,0.0,310.18906,934.2581,466.72485,330.296,561.8052,481.59167,198.43565,864.30676,38.020638,211.14513,615.8167,45.02166,268.27176,962.42175,276.84457,265.73572,551.13855,230.69525,238.97705,903.68,71.71935,249.31021,577.2197,72.389496,390.38904,932.32043,38.707806,409.28912,576.31274,37.39169,-0.0,-0.0,-0.0,-7.058065,-9.521955,-934.816
-1.8313602,1.6860594,9.309488,0.06742912,0.086188994,0.34568962,0.6277805,1.529759,9.726347,-0.10836029,-0.0025763228,-0.029959928,391.04272,920.3389,905.8314,398.72357,576.32135,938.3299,139.26149,798.5284,1006.26355,139.49103,696.91833,1011.23804,0.0,0.0,0.0,0.0,0.0,0.0,310.1866,934.2379,466.70483,330.34946,561.67834,481.7479,198.4356,864.32947,38.037174,211.25926,615.5454,45.237255,268.2475,962.4091,276.8495,265.7446,551.20184,230.74382,238.97845,903.6732,71.70227,249.21426,577.20184,72.401985,390.4314,932.3016,38.71823,409.2407,576.3177,37.428005,-0.0,-0.0,-0.0,-6.8424134,-11.0924225,-936.57904
-1.8231055,1.7049527,9.3166895,0.0683255,0.08673951,0.3472725,0.5701958,1.4811361,9.784098,-0.10804559,-0.0029676468,-0.03323852,390.8363,920.3527,905.73004,398.71762,576.5694,938.3223,139.25371,798.52026,1006.20123,139.48633,696.9271,1011.20715,0.0,0.0,0.0,0.0,0.0,0.0,310.17996,934.25055,466.70596,330.44116,561.57355,481.61713,198.43776,864.2964,38.066807,211.21555,615.5479,45.243988,268.23526,962.4301,276.8563,265.80084,551.1919,230.66425,238.98262,903.66223,71.71945,249.23267,577.18945,72.399925,390.4037,932.3308,38.71227,409.43777,576.34906,37.50283,-0.0,-0.0,-0.0,-6.763922,-8.837048,-938.36975
-1.8220648,1.7259208,9.345866,0.06837244,0.08576071,0.3476166,0.57865804,1.442198,9.786661,-0.10900618,-0.0020534527,-0.032522336,390.88345,920.3412,905.8215,398.6897,576.22235,938.38806,139.2265,798.48346,1006.1945,139.4513,696.9253,1011.16705,0.0,0.0,0.0,0.0,0.0,0.0,310.19727,934.23566,466.7118,330.42355,561.6307,481.6432,198.45378,864.25916,38.02349,211.29234,615.5501,45.19259,268.26053,962.46423,276.84616,265.74948,551.1656,230.68459,238.98341,903.66187,71.70196,249.24414,577.1985,72.398575,390.45978,932.3566,38.72935,409.3611,576.25525,37.33782,-0.0,-0.0,-0.0,-6.2977734,-10.411026,-937.32904
-1.8083963,1.7149253,9.360917,0.06933172,0.08604031,0.3457595,0.61064106,1.4645741,9.74428,-0.10723784,-0.0008745173,-0.03154368,390.8042,920.344,905.71747,398.70035,576.27716,938.44904,139.17146,798.50525,1006.1703,139.37997,696.91956,1011.1683,0.0,0.0,0.0,0.0,0.0,0.0,310.19214,934.2285,466.6966,330.7429,561.51416,481.57648,198.42009,864.28485,38.04764,211.268,615.54767,45.23501,268.25546,962.4496,276.85245,265.68756,551.131,230.74098,238.9593,903.6479,71.71565,249.23352,577.1582,72.43672,390.42825,932.326,38.71811,409.37628,576.38934,37.43133,-0.0,-0.0,-0.0,-5.92832,-9.519718,-936.9203
-1.8233151,1.7103878,9.370761,0.06835632,0.08499837,0.34029064,0.59600246,1.4629031,9.789125,-0.10286735,-0.0021133802,-0.031152006,390.79288,920.36597,905.79266,398.5418,576.3184,938.38904,139.02246,798.47284,1006.1864,139.34903,696.91504,1011.1427,0.0,0.0,0.0,0.0,0.0,0.0,310.20844,934.22797,466.7144,330.5307,561.48346,481.67004,198.44252,864.2737,38.037186,211.3114,615.86755,44.924286,268.2723,962.4179,276.8411,265.74286,551.18524,230.68323,238.97845,903.6639,71.71459,249.2859,577.19293,72.40949,390.41464,932.31287,38.716164,409.41397,576.398,37.41675,-0.0,-0.0,-0.0,-5.722919,-10.053439,-935.47626
-1.8099345,1.7046343,9.35917,0.07009738,0.08855226,0.33451718,0.5792535,1.450678,9.793959,-0.108036436,-4.4707132e-05,-0.02493335,390.74902,920.3777,905.81854,398.54944,576.3591,938.3936,138.98494,798.458,1006.1413,139.3538,696.91077,1011.14856,0.0,0.0,0.0,0.0,0.0,0.0,310.2311,934.2362,466.70944,330.28693,561.69836,481.74432,198.43436,864.27454,38.029343,211.36238,615.5235,45.0626,268.30377,962.44507,276.8318,265.7553,551.20374,230.69597,238.98096,903.6654,71.726494,249.28679,577.23505,72.421074,390.3966,932.36456,38.73669,409.4457,576.32806,37.344124,-0.0,-0.0,-0.0,-6.914736,-7.6350675,-935.7245
-1.8064841,1.7205329,9.357446,0.07022266,0.08915704,0.33072418,0.5519156,1.461236,9.78382,-0.1063077,0.00012510136,-0.027279207,390.67346,920.3685,905.77466,398.45813,576.5105,938.4232,138.99352,798.4537,1006.17365,139.30858,696.9257,1011.1373,0.0,0.0,0.0,0.0,0.0,0.0,310.21106,934.2471,466.70837,330.33817,561.76337,481.61142,198.4531,864.31396,38.039017,211.37483,615.5557,45.09088,268.2917,962.4653,276.8368,265.67337,551.13605,230.71516,238.96986,903.65753,71.720955,249.25317,577.19775,72.406525,390.4097,932.2659,38.699203,409.40503,576.3873,37.46817,-0.0,-0.0,-0.0,-6.2887115,-8.296342,-937.56714
-1.8209788,1.7348981,9.362784,0.0696804,0.09230991,0.32967755,0.5596426,1.4613075,9.800586,-0.10561182,0.0029586481,-0.028439164,390.67664,920.38336,905.80475,398.4982,576.30365,938.4526,138.94835,798.4456,1006.12537,139.31058,696.9339,1011.1032,0.0,0.0,0.0,0.0,0.0,0.0,310.22647,934.21875,466.70563,330.3725,561.7039,481.52698,198.41348,864.31586,38.11236,211.1895,615.8117,44.982533,268.25952,962.42804,276.8484,265.66187,551.0893,230.67715,238.97887,903.6614,71.72011,249.25327,577.20435,72.37481,390.38748,932.3135,38.723923,409.36157,576.41113,37.486366,-0.0,-0.0,-0.0,-7.430421,-9.007521,-935.6178
-1.8427405,1.7546484,9.361035,0.06843622,0.092032984,0.3303568,0.57218975,1.4594953,9.800015,-0.107741185,0.0034223413,-0.024365425,390.73984,920.34595,905.8178,398.40823,576.29285,938.4267,138.96202,798.4597,1006.11273,139.2525,696.93115,1011.1329,0.0,0.0,0.0,0.0,0.0,0.0,310.21808,934.2259,466.71597,330.26147,561.64417,481.7527,198.41177,864.2754,38.057533,211.24525,615.844,44.928284,268.29523,962.4218,276.84326,265.62912,551.15204,230.745,238.99434,903.65857,71.70627,249.27731,577.20575,72.36408,390.44196,932.3018,38.71587,409.38312,576.4125,37.502087,-0.0,-0.0,-0.0,-7.8676143,-9.266566,-935.51
-1.8707691,1.7450306,9.356397,0.07168401,0.096162215,0.33066818,0.553091,1.4350961,9.764968,-0.1093683,-0.00023077651,-0.028707856,390.69296,920.37573,905.81537,398.32996,576.1748,938.51294,139.01868,798.42865,1006.06116,139.2301,696.9337,1011.11957,0.0,0.0,0.0,0.0,0.0,0.0,310.21918,934.2251,466.70023,330.2747,561.64355,481.69302,198.44121,864.3119,38.039024,211.38094,615.53754,45.173637,268.29153,962.3543,276.8206,265.6692,551.15137,230.629,238.98013,903.6353,71.71852,249.2732,577.23285,72.37852,390.42734,932.315,38.688232,409.3339,576.30774,37.433064,-0.0,-0.0,-0.0,-8.870187,-9.01874,-936.09595
-1.8634837,1.7234519,9.323807,0.073990434,0.09837406,0.33243415,0.5577921,1.4742703,9.789197,-0.105219446,0.0011531112,-0.02612787,390.60275,920.33636,905.707,398.2843,576.3499,938.44653,139.00557,798.447,1006.1105,139.16039,696.9154,1011.19586,0.0,0.0,0.0,0.0,0.0,0.0,310.19092,934.1765,466.67477,330.16943,561.7136,481.72006,198.42236,864.26324,38.04568,211.23828,615.8176,44.90324,268.26767,962.42944,276.83224,265.6005,551.10706,230.66318,238.97882,903.6517,71.69638,249.23155,577.15704,72.412384,390.45157,932.328,38.71734,409.31085,576.28516,37.325825,-0.0,-0.0,-0.0,-6.4546585,-8.852989,-935.89886
-1.8461006,1.738757,9.320054,0.07263931,0.10292958,0.33722946,0.5480164,1.4262317,9.746935,-0.10351742,-0.0008208282,-0.026400859,390.6308,920.33997,905.6982,398.33282,576.3464,938.4398,138.87572,798.44415,1006.1308,139.14603,696.90656,1011.2148,0.0,0.0,0.0,0.0,0.0,0.0,310.2137,934.1946,466.68225,330.20187,561.69965,481.6292,198.50803,864.28485,37.965675,211.20543,615.80347,44.969196,268.27023,962.3073,276.8134,265.64673,551.1443,230.6871,238.99817,903.641,71.70126,249.20235,577.19147,72.42262,390.4144,932.332,38.72371,409.31158,576.3288,37.350494,-0.0,-0.0,-0.0,-7.156661,-8.58004,-937.2487
-1.8506736,1.7488486,9.339893,0.07010654,0.10153493,0.33780938,0.5832587,1.4457352,9.753592,-0.104937784,-0.0015424383,-0.025916558,390.65088,920.3179,905.73926,398.26456,576.2329,938.4739,139.0151,798.45355,1006.0616,139.12587,696.9086,1011.226,0.0,0.0,0.0,0.0,0.0,0.0,310.184,934.1919,466.71295,330.12927,561.633,481.83066,198.42499,864.3059,38.04554,211.15926,615.799,44.979626,268.27725,962.4016,276.8131,265.6018,551.1695,230.67226,238.99825,903.6603,71.69429,249.25383,577.22845,72.40847,390.39752,932.29974,38.717865,409.3278,576.2855,37.37678,-0.0,-0.0,-0.0,-6.872387,-9.203954,-936.1649
-1.8454914,1.7636789,9.331759,0.06763779,0.10173385,0.3387744,0.5386892,1.460538,9.782524,-0.10602854,-0.0017317194,-0.029254062,390.63165,920.3335,905.74414,398.1577,576.34216,938.41455,138.95464,798.4291,1006.0711,139.12851,696.9017,1011.1958,0.0,0.0,0.0,0.0,0.0,0.0,310.15936,934.2,466.718,330.1317,561.6515,481.73337,198.411,864.2883,38.05272,211.17897,615.81116,44.98961,268.26086,962.40985,276.83945,265.53806,551.131,230.6811,238.99524,903.6645,71.70426,249.25331,577.1821,72.37946,390.4666,932.26715,38.66925,409.25998,576.3495,37.419193,-0.0,-0.0,-0.0,-7.6753483,-9.867022,-934.3353
-1.8549074,1.7476301,9.335976,0.06805192,0.10328224,0.33754778,0.5598211,1.4738817,9.771992,-0.107412614,0.00050609495,-0.02682742,390.64062,920.31793,905.74274,398.15292,576.31726,938.4835,138.8877,798.42474,1006.1485,139.06767,696.9267,1011.2269,0.0,0.0,0.0,0.0,0.0,0.0,310.11957,934.1946,466.74103,330.03604,561.51733,481.68994,198.37042,864.2664,38.08698,211.11124,615.8641,45.001858,268.23566,962.32477,276.84125,265.53146,551.1264,230.67389,238.97134,903.649,71.73135,249.24991,577.1895,72.395805,390.44098,932.3402,38.7559,409.26556,576.4249,37.507347,-0.0,-0.0,-0.0,-8.149881,-11.117352,-933.23645
-1.8588644,1.7459953,9.329069,0.06995321,0.10434629,0.33555776,0.5805537,1.466582,9.782006,-0.104393624,0.0010371187,-0.025428591,390.6454,920.288,905.7191,398.1046,576.37384,938.372,138.83984,798.4255,1006.1535,139.05576,696.9113,1011.22406,0.0,0.0,0.0,0.0,0.0,0.0,310.11472,934.20245,466.72675,329.97745,561.71136,481.74854,198.42935,864.2958,37.997948,211.35097,615.5449,45.13622,268.2627,962.34625,276.8355,265.4882,551.115,230.65266,238.97845,903.66846,71.72306,249.16098,577.1338,72.37813,390.42807,932.3603,38.711445,409.30246,576.4471,37.433453,-0.0,-0.0,-0.0,-7.823044,-7.509659,-934.78235
-1.8427858,1.7522305,9.295628,0.070591114,0.103423595,0.33136544,0.5578933,1.4528084,9.807826,-0.10699722,-0.001506151,-0.024723576,390.61853,920.2857,905.71124,398.08206,576.37616,938.48193,138.88486,798.42914,1006.16144,139.0476,696.9067,1011.23737,0.0,0.0,0.0,0.0,0.0,0.0,310.11337,934.1782,466.71094,330.02515,561.6335,481.6447,198.41133,864.3138,38.052895,211.29077,615.53424,45.14588,268.24966,962.3661,276.8439,265.50714,551.1142,230.59006,238.97935,903.6667,71.72017,249.1978,577.1427,72.41427,390.4021,932.2671,38.71725,409.2607,576.53656,37.62013,-0.0,-0.0,-0.0,-8.516526,-8.849645,-935.54376
-1.8231514,1.7568948,9.314367,0.0687113,0.10351043,0.3290588,0.55933744,1.4771613,9.802137,-0.10544715,-0.00012368613,-0.02673378,390.64288,920.26227,905.71686,398.05658,576.2314,938.43024,138.74799,798.4229,1006.15466,139.05623,696.8761,1011.1844,0.0,0.0,0.0,0.0,0.0,0.0,310.10782,934.1406,466.7439,329.9568,561.6387,481.7063,198.45332,864.3233,38.063126,211.377,615.53973,45.053314,268.24304,962.29706,276.8315,265.44556,551.1825,230.6079,238.97163,903.674,71.715805,249.19778,577.1955,72.34789,390.42136,932.31195,38.731693,409.38766,576.3626,37.46516,-0.0,-0.0,-0.0,-6.587644,-9.942911,-935.23615
-1.8592181,1.7539436,9.290097,0.06913635,0.10259912,0.32798976,0.54498374,1.4498326,9.781836,-0.10508514,-0.0014557249,-0.027987124,390.60416,920.2644,905.64526,398.0056,576.3737,938.45105,138.73094,798.3971,1006.21075,139.00813,696.89185,1011.2598,0.0,0.0,0.0,0.0,0.0,0.0,310.096,934.16766,466.7229,329.95062,561.6649,481.66846,198.39708,864.27484,38.040768,211.26833,615.5183,45.198425,268.2199,962.3305,276.84103,265.41342,551.1589,230.62697,238.95688,903.6592,71.72586,249.15955,577.17017,72.445015,390.40564,932.30524,38.7457,409.37308,576.4189,37.44536,-0.0,-0.0,-0.0,-8.198381,-9.7245655,-934.6464
-1.8787117,1.762766,9.311688,0.06882454,0.10362938,0.32959998,0.5707387,1.4436619,9.750834,-0.1070983,0.0028121069,-0.02756167,390.5944,920.2309,905.63245,397.94647,576.3354,938.46783,138.91852,798.43036,1006.12274,138.98624,696.9052,1011.2692,0.0,0.0,0.0,0.0,0.0,0.0,310.08157,934.14636,466.72498,329.60193,561.65485,481.75195,198.39864,864.31525,38.067986,211.31477,615.5464,45.18419,268.25717,962.293,276.8149,265.39285,551.1649,230.61023,238.96523,903.67676,71.7122,249.20125,577.1516,72.36513,390.4304,932.3118,38.71582,409.40396,576.49286,37.5702,-0.0,-0.0,-0.0,-9.040323,-10.671914,-934.9338
-1.875702,1.7833428,9.313295,0.06792029,0.10308667,0.3335613,0.51968616,1.469199,9.817053,-0.10737924,-0.0013023271,-0.026887972,390.59473,920.24585,905.5825,398.01694,576.35065,938.41547,138.87398,798.43445,1006.12317,138.98555,696.9175,1011.2396,0.0,0.0,0.0,0.0,0.0,0.0,310.10165,934.15814,466.7257,329.7583,561.63245,481.79456,198.39424,864.29517,38.056847,211.26152,615.53723,45.15375,268.20615,962.27905,276.83093,265.40906,551.2676,230.60043,239.09627,903.48,71.66548,249.16911,577.187,72.381516,390.41626,932.2191,38.705162,409.28302,576.31134,37.544136,-0.0,-0.0,-0.0,-7.259752,-8.771472,-934.2368
-1.8793122,1.778579,9.288022,0.06691606,0.10564237,0.33482552,0.521676,1.4394641,9.765199,-0.10968406,-0.00029246943,-0.028782569,390.61453,920.228,905.5955,397.88626,576.3056,938.4634,138.84872,798.46234,1006.0919,138.96976,696.91815,1011.2361,0.0,0.0,0.0,0.0,0.0,0.0,310.1259,934.1585,466.72214,329.69696,561.611,481.73224,198.42595,864.3101,38.0306,211.26315,615.57715,45.094906,268.23697,962.33044,276.8198,265.29947,551.2165,230.58055,238.97664,903.6712,71.7169,249.1643,577.1731,72.363655,390.39203,932.3163,38.753986,409.2863,576.2928,37.316143,-0.0,-0.0,-0.0,-7.2495527,-10.42396,-934.9113
-1.8884162,1.7651739,9.314895,0.06510795,0.10516563,0.33831263,0.5686632,1.4352983,9.770487,-0.11022094,-0.0013052362,-0.028878821,390.6449,920.1927,905.6054,397.92828,576.2499,938.4769,138.85936,798.458,1006.1046,138.9189,696.91864,1011.2614,0.0,0.0,0.0,0.0,0.0,0.0,310.11493,934.1108,466.70975,329.63217,561.6304,481.7676,198.37466,864.29785,38.107327,211.3576,615.5338,45.132004,268.22247,962.25977,276.81525,265.2712,551.3064,230.5742,238.96474,903.6531,71.72082,249.14575,577.09625,72.38945,390.3734,932.3254,38.735146,409.25076,576.3708,37.402256,-0.0,-0.0,-0.0,-7.9701977,-11.195447,-933.14307
-1.8934593,1.7733287,9.322872,0.0646667,0.10358274,0.3402651,0.5853908,1.4277904,9.756838,-0.11239055,0.00016533384,-0.02665506,390.6235,920.21387,905.5911,397.88245,576.26294,938.4703,138.76437,798.4579,1006.1335,138.93744,696.9192,1011.2564,0.0,0.0,0.0,0.0,0.0,0.0,310.13303,934.1327,466.71,329.48825,561.54346,481.69254,198.41776,864.3066,38.029423,211.3124,615.5381,45.04655,268.1876,962.4565,276.87756,265.25568,551.3054,230.58614,238.98688,903.67114,71.711464,249.14914,577.12585,72.40886,390.38324,932.26587,38.699482,409.29547,576.38715,37.413864,-0.0,-0.0,-0.0,-6.4005094,-10.640144,-932.4574
-1.9000626,1.7719526,9.337069,0.063439965,0.104542255,0.33993885,0.5932629,1.4401437,9.73772,-0.11108368,-0.0046659117,-0.024909731,390.58975,920.2087,905.5328,397.76505,576.3499,938.44147,138.82501,798.3005,1006.0438,138.91444,696.9416,1011.24695,0.0,0.0,0.0,0.0,0.0,0.0,310.157,934.1392,466.68488,329.7124,561.6883,481.5993,198.42761,864.31885,38.048916,211.3346,615.5516,45.044643,268.20386,962.4347,276.8499,265.1917,551.32587,230.59753,238.9664,903.6644,71.72336,249.10596,577.14594,72.38372,390.39127,932.3168,38.674603,409.38287,576.39294,37.432594,-0.0,-0.0,-0.0,-8.202901,-10.617042,-933.0652
-1.888156,1.7685664,9.348554,0.06201717,0.10497318,0.3391093,0.58521503,1.4278164,9.770926,-0.123451,0.002515778,-0.022493958,390.64285,920.2246,905.47235,397.78738,576.31256,938.4676,138.8702,798.3317,1006.0842,138.8859,696.94293,1011.2693,0.0,0.0,0.0,0.0,0.0,0.0,310.1712,934.1281,466.69653,329.57983,561.55035,481.68033,198.40598,864.3397,38.085438,211.16496,615.5294,45.15492,268.2202,962.4419,276.85352,265.1579,551.38165,230.61664,238.9719,903.66956,71.71642,249.14867,577.129,72.34985,390.43607,932.3606,38.73504,409.26303,576.24756,37.344105,-0.0,-0.0,-0.0,-7.5444646,-10.224199,-934.8201
-1.8817756,1.7782307,9.32164,0.06261125,0.10813297,0.3415721,0.5860441,1.4787233,9.797424,-0.12319049,0.0018666206,-0.024576632,390.6234,920.2279,905.4655,397.76242,576.2719,938.47736,138.85251,798.3467,1006.04047,138.8646,696.9515,1011.2686,0.0,0.0,0.0,0.0,0.0,0.0,310.1828,934.10724,466.6919,329.54797,561.5523,481.67273,198.3953,864.2973,38.075752,211.44699,615.5618,44.869072,268.20697,962.43994,276.87143,265.0719,551.3632,230.58551,239.00786,903.6894,71.69054,249.09329,577.0715,72.37465,390.39624,932.30383,38.71519,409.34335,576.3866,37.481525,-0.0,-0.0,-0.0,-6.8755093,-11.99111,-933.30316
-1.8868816,1.7828785,9.307895,0.06322605,0.10892364,0.3428036,0.55326605,1.478005,9.737392,-0.11959621,-0.0028718354,-0.02689905,390.64716,920.16016,905.4687,397.75488,576.25116,938.4176,138.86902,798.3382,1006.0315,138.89833,696.9674,1011.2446,0.0,0.0,0.0,0.0,0.0,0.0,310.2139,934.12866,466.68887,329.59595,561.57983,481.6532,198.42967,864.3332,38.00288,211.22095,615.55524,45.077133,268.24814,962.43915,276.85614,265.01797,551.36444,230.58992,238.97813,903.66907,71.704605,249.08435,577.05927,72.39869,390.4195,932.28125,38.703323,409.32416,576.3228,37.41321,-0.0,-0.0,-0.0,-7.6359863,-11.038337,-933.3729
-1.9090863,1.7612923,9.318224,0.061092023,0.10734703,0.3411097,0.61762244,1.4763793,9.78568,-0.11369305,0.00060002954,-0.02485614,390.61398,920.1862,905.4475,397.76862,576.1468,938.4889,138.78922,798.35596,1006.06836,138.88751,696.9916,1011.2505,0.0,0.0,0.0,0.0,0.0,0.0,310.24155,934.0976,466.68777,329.6801,561.52496,481.79245,198.40277,864.3258,38.056248,211.2179,615.5499,45.028374,268.26636,962.41675,276.8497,265.0176,551.4554,230.64427,239.01418,903.655,71.71945,249.07649,577.0805,72.38661,390.42166,932.2247,38.678463,409.0454,576.48706,37.640724,-0.0,-0.0,-0.0,-8.442886,-11.244537,-933.57263
-1.9267635,1.7594484,9.321169,0.05953386,0.107261494,0.34427276,0.5969745,1.4628927,9.790231,-0.11197418,0.0020273582,-0.02279872,390.58252,920.13336,905.3076,397.7123,576.0706,938.4789,138.8592,798.395,1006.0764,138.86642,696.99945,1011.25433,0.0,0.0,0.0,0.0,0.0,0.0,310.23535,934.0841,466.6537,329.66025,561.5176,481.89194,198.42888,864.31067,37.99942,211.08345,615.79816,44.889084,268.28354,962.5106,276.85574,264.9585,551.3997,230.59122,239.02924,903.6795,71.69909,249.07506,577.0636,72.39831,390.38788,932.3363,38.741745,409.19296,576.3128,37.54896,-0.0,-0.0,-0.0,-8.743879,-12.244587,-932.69586
-1.94044,1.7462827,9.346905,0.057328645,0.10563124,0.34457242,0.615637,1.4799832,9.777904,-0.111803584,0.002669648,-0.026615808,390.4884,920.1416,905.2348,397.73587,576.30566,938.40344,138.7671,798.3535,1006.0519,138.8492,696.9878,1011.2496,0.0,0.0,0.0,0.0,0.0,0.0,310.2851,934.12195,466.68872,329.53668,561.44556,481.82465,198.37079,864.33093,38.02539,211.30522,615.5538,44.999626,268.25906,962.4396,276.84085,264.96454,551.4369,230.63605,239.01006,903.68274,71.65898,249.09486,577.0634,72.398605,390.41998,932.299,38.732758,409.2124,576.3595,37.42748,-0.0,-0.0,-0.0,-8.911651,-12.974348,-932.1379
