Frame,Sub Frame,ACCX1,ACCY1,ACCZ1,GYROX1,GYROY1,GYROZ1,ACCX2,ACCY2,ACCZ2,GYROX2,GYROY2,GYROZ2
18,1,-6599.68,-4939.24,11049.5,-114.101,163.034,-6.49444,-7129.95,-5790.38,11896.8,-112.714,148.079,-4.7109
19,0,-5936.48,-4988.31,9063.42,-107.623,154.178,-12.8344,-6282.48,-5965.13,9166.52,-103.705,139.285,-8.82554
19,1,-5318.78,-4976.35,7665.15,-101.464,144.345,-19.9994,-5947.21,-6066.9,8023,-98.9637,133.583,-12.4541
20,0,-4940.46,-4739.35,6992.31,-86.3737,121.573,-23.4449,-6095.62,-6127.95,7437.65,-78.2342,104.607,-18.6731
20,1,-4645.98,-4527.45,6760.04,-60.9782,87.0004,-18.7354,-6156.69,-6121.98,7205.36,-59.8643,81.8919,-17.2108
21,0,-3951.71,-4212.63,6812.69,-31.6644,48.9365,-10.7325,-4976.49,-5608.48,7186.2,-21.361,35.3253,-7.45534
21,1,-3062.27,-3401.05,6770.81,-3.49342,14.1342,-0.336395,-4474.78,-5249.31,7205.35,-3.73551,15.1532,-3.38429
22,0,-2051.93,-2144.13,6847.4,14.0231,-10.181,7.51462,-2445.92,-2776.37,7114.38,23.2591,-18.7613,8.9467
22,1,-1227.1,-993.694,7193.34,21.6306,-23.307,6.46376,-1698.7,-1764.55,7171.82,33.323,-31.8137,11.738
23,0,-590.226,-76.694,7581.21,19.284,-29.3898,-1.49304,-809.346,-294.659,7503.39,31.8905,-40.0753,0.961644
23,1,-95.8105,146.045,8085.17,10.3211,-26.9364,-11.3863,-1.26117,280.108,7790.71,29.2533,-41.9666,-4.83203
24,0,-138.844,-63.4204,8684.91,-1.26414,-19.5587,-10.976,-114.886,89.8103,8438.29,15.2913,-33.7205,-10.1824
24,1,-292.08,-313.618,9467.79,-7.51485,-14.4364,-6.06756,-225.053,-53.8612,8823.81,8.56736,-29.6191,-9.60392
25,0,-472.837,-703.855,10190.9,-11.524,-9.61937,2.19427,-175.98,-967.148,9925.04,1.03741,-22.6532,4.12951
25,1,-715.843,-785.302,10699.6,-10.5338,-7.30196,2.95751,-158.017,-1497.54,10472.2,-0.670799,-18.1558,7.88117
26,0,-920.553,-657.223,11196.4,-6.35714,-8.00292,3.39927,-725.374,-1112.16,11121,5.8224,-19.893,5.07654
26,1,-988.803,-578.205,11425.1,-0.564589,-8.53657,-2.22488,-1058.22,-1165.95,11526.9,8.38409,-21.2347,2.05819
27,0,-1168.35,-633.258,11548.4,9.06914,-7.31723,-5.94491,-1332.35,-1497.54,11791.4,19.328,-19.299,-3.64269
27,1,-1240.19,-512.377,11438.3,20.5934,-8.26203,-10.0453,-1382.65,-1520.33,11798.6,25.8076,-18.4147,-5.07625
28,0,-882.308,13.1099,11291.1,24.2682,-6.0674,-17.0725,-587.872,-320.967,11248,34.8161,-16.8904,-13.5965
28,1,-671.584,348.335,11167.8,20.6712,0.349935,-20.4876,-505.155,132.871,11153.4,36.2654,-14.5734,-18.9784
29,0,-354.377,493.195,11005,14.1317,8.64251,-20.3812,-195.172,426.135,10890.1,27.3029,-3.99512,-18.3081
29,1,-240.619,500.391,10738,8.62851,13.9935,-19.6799,-71.826,632.055,10739.2,22.8051,0.883957,-18.125
30,0,-231.041,363.934,10455.5,-1.95008,21.3255,-14.0251,-237.006,544.696,10380.1,7.89809,10.1819,-11.0984
30,1,-222.662,195.143,10314.2,-13.7489,29.5877,-1.63239,-281.32,441.738,10234,0.686271,14.2529,-5.83877
31,0,-252.584,-55.0413,10204.1,-22.4993,35.8532,8.74917,-381.862,-163.932,10086.8,-11.8278,21.9503,9.70859
31,1,-442.905,-293.269,10024.5,-29.3439,37.8506,9.16182,-524.317,-377.085,9965.87,-16.692,24.5274,14.2074
32,0,-811.597,-701.458,10114.3,-34.7252,34.0706,3.23235,-1134.78,-1094.06,10159.8,-23.7339,19.1775,4.84869
32,1,-1043.86,-1012.72,10415.9,-35.9299,29.4974,-0.228453,-1319.21,-1420.95,10304.6,-25.9299,16.3264,1.40248
33,0,-1176.74,-1156.39,11071.9,-36.6005,28.2775,-1.15849,-1255.77,-1493.98,11053.9,-25.686,14.0551,0.503143
33,1,-1353.9,-1261.73,11998.5,-40.8532,31.2954,-2.28646,-1242.59,-1504.76,11486.2,-26.1128,13.9176,0.15245
34,0,-1880.59,-1359.9,13181.2,-48.0481,34.9235,-2.39332,-1826.71,-1686.69,12957.2,-36.5232,18.5208,-0.70112
34,1,-2212.22,-1538.26,14369.9,-50.3658,37.7589,-2.3628,-2092.52,-1927.31,13832.5,-40.7621,21.1889,-0.655527
35,0,-2395.38,-1780.07,15157.6,-49.2075,42.9873,-2.10369,-2220.61,-2245.73,14944.5,-38.9789,29.6789,0.274291
35,1,-2760.48,-2134.4,15229.5,-49.375,51.4169,0.228387,-2280.47,-2357.09,15324.1,-38.4299,34.2986,1.05177
36,0,-3155.52,-2479.17,15004.5,-55.3347,59.2981,5.91404,-3226.07,-2746.1,14756.7,-46.0205,43.7642,7.39255
36,1,-3445.23,-2924.47,14903.9,-62.5604,61.5244,14.0084,-3714.58,-3038.22,14597.4,-52.8806,46.936,13.5209
37,0,-3628.4,-3293.19,15179.2,-58.2934,63.5211,19.2679,-3529.08,-4217.25,15212.7,-49.0708,48.1554,20.8682
37,1,-3772.05,-3422.51,15616.1,-44.8489,70.228,17.5156,-3411.74,-4642.35,15528.8,-44.2077,49.9084,22.7744
38,0,-4133.55,-3391.39,15647.3,-33.8118,77.0574,12.1956,-4114.35,-4195.89,15491.7,-26.9379,61.6145,15.0162
38,1,-4479.52,-3580.5,15106.3,-30.4422,79.8932,13.1095,-4449.61,-4037.82,15337.3,-21.2043,65.7774,12.3476
39,0,-4396.97,-4076.08,13678.2,-33.6886,78.0643,22.0875,-4704.58,-4309.53,13710.6,-24.4356,64.1771,23.6115
39,1,-3714.68,-4405.31,12038.2,-40.5024,70.6868,34.5568,-4717.78,-4454.41,12794.7,-27.7437,61.6771,30.3503
40,0,-2751.03,-4255.72,10999,-41.555,66.0522,41.0972,-3049.21,-4946.36,11236.2,-30.5333,51.6627,43.3218
40,1,-2237.41,-3797.25,10206.6,-32.4553,63.5063,42.5152,-2341.55,-5079.3,10684.1,-28.796,47.9422,47.1342
41,0,-2239.77,-3405.78,9829.42,-18.5836,60.1833,43.5822,-2694.63,-4176.79,9904.9,-8.73703,45.0003,47.0732
41,1,-2366.66,-2887.46,9585.21,-3.37027,52.5465,47.3777,-2955.63,-3770.88,9657.01,0.517958,42.3478,48.1249
42,0,-2111.72,-2320.03,9139.91,10.0446,45.3207,50.5486,-2394.27,-2865.96,9069.31,19.3424,32.4401,53.3226
42,1,-1491.65,-1783.73,8444.42,15.3351,40.3663,49.7106,-1787.32,-2288.89,8485.1,25.8079,28.5062,54.7561
43,0,-1033.13,-1235.46,7960.76,17.1798,39.6798,46.0065,-1045.14,-1597,7935.63,26.4786,27.4086,49.2994
43,1,-802.074,-443.004,7668.65,19.7101,41.6919,45.8536,-821.214,-1279.71,7756.02,27.2865,27.4542,47.0885
44,0,-591.387,493.121,7065.35,15.8085,41.2197,49.3594,-742.211,454.699,6977.99,25.5795,28.1554,52.347
44,1,174.693,879.852,6221.41,4.94013,41.5853,46.1286,-413.036,1120.47,6661.87,22.8356,28.125,54.0092
45,0,655.982,885.86,5482.78,-3.56644,43.8412,40.9913,643.928,1143.23,5549.89,4.34661,32.1642,42.0289
45,1,550.688,972.034,5191.84,-12.6821,49.5421,34.7719,829.607,1046.28,5099.66,-3.41442,34.8169,36.7685
46,0,438.145,1001.97,5112.82,-16.0365,53.6888,29.4974,228.712,871.506,5060.15,-6.53934,39.6794,31.7688
46,1,187.972,875.095,5149.92,-14.741,50.6712,23.5372,-86.1761,737.424,5042.19,-6.92079,40.1526,28.8721
47,0,-87.3652,650.047,5252.87,-9.1317,46.2351,18.0645,-337.558,216.733,5285.17,1.14237,33.7355,20.7783
47,1,-444.09,459.702,5306.75,-2.72921,43.1253,14.482,-500.377,38.3089,5317.53,5.51809,31.2958,17.4086
48,0,-928.905,179.593,5358.22,-0.152557,40.8386,12.805,-1210.19,-160.389,5390.53,9.1155,28.2778,14.8936
48,1,-1363.46,7.19354,5132,-1.09741,38.5673,13.1859,-1555.02,-225.055,5291.2,10.2134,26.7684,14.0549
49,0,-1515.52,-45.4873,4656.77,-3.62781,36.2045,11.677,-1623.27,-199.919,4659.19,7.40887,23.9332,13.7043
49,1,-1568.2,-31.1271,4029.5,-6.20405,34.4209,10.8232,-1679.53,-134.082,4283.25,5.73179,22.7287,12.8202
50,0,-1641.22,-16.7602,3630.83,-7.46944,33.0642,11.1432,-1906.96,-265.739,3684.74,2.97285,19.4668,13.4755
50,1,-1719.03,-28.7288,3671.49,-5.80815,29.8174,12.1036,-1970.43,-319.625,3548.2,2.77432,17.683,14.2378
51,0,-1924.92,-108.927,4228.1,0.80723,25.8235,10.4575,-2251.71,-712.229,4327.43,13.2762,12.3634,11.5095
51,1,-2005.14,-141.257,4709.36,11.0814,18.9641,8.90255,-2421.73,-849.941,4683.05,19.268,9.20749,10.7317
52,0,-2032.67,-341.151,5476.66,19.1,9.83316,6.53988,-2450.46,-895.426,5617.89,29.5873,-1.7061,7.95765
52,1,-1874.68,-263.379,6093.2,22.2255,4.55826,3.01862,-2196.71,-683.571,5853.83,33.5213,-6.37182,5.96049
53,0,-1859.09,-262.16,6756.38,24.6492,1.76851,-2.22511,-2151.19,-870.262,6805.41,36.0668,-8.91744,-0.471854
53,1,-1814.81,-284.909,7228.06,26.4023,-0.990604,-7.27092,-2257.72,-936.135,7162.25,37.881,-10.9145,-3.50598
54,0,-1623.29,-251.395,7660.21,22.9273,1.95079,-13.6427,-1570.68,-408.272,7582.39,34.8937,-8.87224,-11.112
54,1,-1820.76,-372.283,8288.67,17.531,8.93226,-19.2526,-1356.31,-306.449,7916.4,31.9057,-6.58554,-15.1827
55,0,-2142.78,-772.089,8863.29,14.5124,15.0148,-20.8689,-2018.24,-948.032,8668.13,27.2109,1.31011,-17.8809
55,1,-2440.86,-1185.1,9097.96,13.1403,17.82,-21.9816,-2207.46,-1276.1,9000.99,24.8934,5.38091,-19.1006
56,0,-2697.05,-1545.43,9066.85,10.4424,20.7162,-22.2256,-2635.96,-1704.63,8981.85,20.9151,9.61848,-19.7713
56,1,-2829.94,-1736.98,8984.25,7.39356,24.4052,-19.543,-2785.65,-1923.73,8920.8,19.0092,11.4938,-19.3446
57,0,-2803.62,-2080.53,8838.21,7.10361,29.9385,-15.7321,-3070.53,-2499.48,8594.02,18.4147,18.5663,-13.9335
57,1,-3153.12,-1957.29,8121.21,6.11294,32.698,-11.6467,-3315.95,-2440.92,8141.52,18.4299,20.7622,-11.7836
58,0,-3278.86,-1669.98,7576.49,2.2565,32.5611,-6.72302,-3502.7,-1944.14,7533.41,12.5769,19.9544,-4.74166
58,1,-3265.69,-1563.42,7258.05,-0.0455986,30.2746,-2.31744,-3501.53,-1855.5,7204.17,10.1982,19.055,-1.5245
59,0,-3289.63,-1544.26,6943.21,0.441972,26.098,-0.731771,-3547,-1918.95,6876.18,10.9755,14.6804,0.792449
59,1,-3248.94,-1520.32,6653.51,2.74367,19.772,1.50891,-3596.09,-1941.7,6749.26,11.8749,12.0123,1.60059
60,0,-3023.9,-1405.41,6451.19,8.99326,13.1103,5.71606,-3268.12,-2112.86,6561.33,17.6061,2.66872,6.53907
60,1,-2929.31,-1322.8,6076.52,14.2831,9.77154,8.12486,-3094.51,-2126.06,6427.24,22.3777,-1.31086,9.03954
61,0,-2615.7,-1098.96,5758.08,18.7191,3.07998,9.81693,-2916.16,-1716.69,5845.51,30.8985,-10.06,11.9357
61,1,-2424.14,-911.007,5577.31,24.9384,-3.62751,11.6157,-2665.97,-1538.28,5663.48,34.5121,-13.7347,12.9421
62,0,-1966.89,-702.718,5288.82,33.5968,-8.2466,13.2621,-2086.61,-1145.67,5230.18,45.5781,-18.7799,14.9998
62,1,-1777.7,-211.937,4838.72,40.6702,-12.1033,15.1675,-2012.32,-865.522,4920.1,50.5639,-20.8689,15.4878
63,0,-1503.59,399.778,4256.94,45.5941,-16.3868,16.4024,-1746.6,58.5572,4114.52,57.484,-26.478,17.7589
63,1,-1133.69,871.453,3600.94,48.8565,-21.6154,16.6006,-1575.39,439.326,3752.92,60.1372,-28.9786,18.3994
64,0,-550.723,1303.61,2887.47,52.3625,-26.9203,18.0943,-675.266,1033.03,2757.03,65.0605,-36.1578,19.9084
64,1,215.409,1753.71,1886.73,54.6645,-29.192,19.3292,-217.891,1407.77,2246.98,67.1494,-39.3902,20.7927
65,0,1052.18,2233.75,881.151,52.4698,-28.3233,16.0065,867.779,2252.85,926.701,66.2654,-38.2776,19.177
65,1,1655.55,2553.39,378.314,48.7046,-28.4756,11.6162,1268.92,2607.27,381.89,64.9087,-37.7134,17.0429
66,0,2102.07,2615.67,482.41,42.9884,-33.5513,6.2505,1582.53,2634.82,533.885,56.5711,-45.365,8.01928
66,1,2796.36,2758.1,685.923,38.2016,-41.7676,2.21067,1835.14,2694.67,605.732,53.5367,-49.3901,4.81712
67,0,3247.71,2881.41,951.67,27.9889,-49.5878,-5.28887,2963.9,3357.79,1103.67,39.8339,-60.5323,-5.68478
67,1,3591.27,2881.42,2112.76,11.5412,-53.8869,-16.8282,3405.74,3561.38,1520.29,31.8297,-64.9542,-11.3869
68,0,3749.31,2768.91,4450.59,-3.94691,-55.1067,-31.5993,3655.92,3162.79,4609.69,12.6545,-67.073,-28.8243
68,1,3518.31,2597.72,7102.17,-15.5784,-52.8204,-47.4224,3755.3,3016.7,6100.37,2.57669,-66.4941,-40.9749
69,0,2557.11,2027.95,9716.64,-21.8441,-49.0857,-57.3469,2366.83,1600.69,9879.26,-7.55997,-61.7536,-55.9284
69,1,1611.37,617.845,11505.2,-26.1125,-43.9944,-59.1921,2116.45,857.155,11232.4,-8.38439,-59.4818,-60.183
70,0,280.249,-526.641,13274.5,-29.1919,-40.9758,-64.0848,252.81,-975.438,13497.1,-14.4047,-54.3603,-63.7496
70,1,-1455.52,-1629.16,15461.6,-24.9853,-43.8106,-65.8232,-794.829,-1692.68,14458.6,-15.2746,-52.561,-66.5395
71,0,-2890.89,-2511.45,17587.6,-17.9579,-46.6309,-65.4879,-2469.45,-3311,17215.2,-2.51663,-58.1701,-65.1984
71,1,-4255.58,-2983.15,19304.3,-7.37903,-48.9328,-65.2744,-3424.86,-3835.51,18432.9,7.02683,-60.9298,-66.0364
72,0,-5276.74,-3307.56,20408.1,-1.15891,-44.025,-58.6593,-5557.92,-4266.42,20623.4,13.3227,-54.0405,-57.6992
72,1,-6241.6,-3539.81,21680.6,3.64288,-36.4793,-39.7732,-6442.77,-4463.98,21576.5,15.3658,-50.1374,-50.0006
73,0,-6578.06,-3318.39,22044.6,5.88404,-25.9309,-24.1475,-6341.06,-3849.95,21727.4,18.2009,-36.9679,-26.283
73,1,-6625.95,-2606.16,21210.3,1.32677,-8.462,-15.1683,-6318.29,-3359.1,21425.7,18.5824,-29.5431,-17.4849
74,0,-6240.53,-1899.85,19644.6,-12.4682,15.4704,-13.75,-5540.27,-2188.42,19353.8,-1.29352,2.34411,-13.9485
74,1,-5955.59,-1719.04,17840.5,-26.4013,41.6289,-15.9601,-5176.28,-1796.85,18343.2,-11.1582,17.8805,-13.7042
75,0,-5803.56,-1987.16,15873.7,-35.6853,62.7728,-19.71,-5225.34,-2382.16,15833.1,-24.0993,44.921,-16.0668
75,1,-6165.03,-2735.3,13851.8,-39.6492,72.0575,-12.4552,-5500.65,-2756.9,14658.5,-28.8261,55.9144,-18.5516
76,0,-5898.16,-3378.17,11923.3,-39.8019,71.9362,-3.75067,-6064.46,-3903.62,12065.9,-29.2683,55.2593,-0.489888
76,1,-5262.51,-3795.98,10414.9,-36.0675,62.9431,3.26163,-6074.11,-4399.33,10995.4,-28.5519,52.4241,6.55479
77,0,-4872.23,-3834.32,9646.29,-27.0588,47.0442,9.60314,-5865.81,-4680.64,9706.23,-14.1174,29.1946,14.3742
77,1,-3921.8,-3270.54,8801.17,-12.9281,24.6209,12.2103,-4839.99,-4414.95,9023.78,-6.32657,16.3116,15.9757
78,0,-2652.88,-2187.2,8185.82,2.25483,4.01078,14.0242,-3061.15,-2759.49,8312.74,12.9858,-7.61948,15.9451
78,1,-1766.98,-619.043,7771.61,12.3469,-11.1421,17.896,-2421.75,-1875.9,8016.99,21.4632,-17.4692,17.3169
79,0,-596.266,489.537,7711.72,14.3598,-17.1339,19.5274,-528.128,125.485,7778.78,26.1886,-27.2094,21.3106
79,1,525.438,732.624,7863.74,9.80234,-12.0434,14.2994,527.872,820.006,7691.38,26.6312,-29.9086,21.0825
80,0,1034.27,644.051,8118.71,2.02814,0.410415,9.71068,1220.98,677.578,8069.61,15.0013,-13.0811,13.0649
80,1,767.381,788.87,8593.94,-4.81654,10.8072,6.44843,1273.73,636.856,8280.34,9.84772,-5.39658,10.3659
81,0,345.996,804.457,9063.21,-8.18578,13.4756,3.61304,225.167,533.919,8943.47,3.40006,-0.488275,5.13777
81,1,193.936,678.769,9526.49,-8.59759,11.9057,-1.69156,-131.679,408.221,9259.56,1.31099,0.320188,2.36292
82,0,-102.919,566.237,9952.66,-5.4729,9.74104,-8.35309,-336.363,234.648,9872.43,6.35614,-2.66737,-6.53869
82,1,-329.188,476.453,10263.9,-2.11916,7.65262,-8.87209,-502.771,143.657,10151.4,8.68896,-4.05483,-9.52743
83,0,-538.677,418.989,10767.9,0.761962,5.57944,-3.07987,-773.301,132.878,10833.7,12.3777,-6.81374,-0.793659
83,1,-586.58,493.196,11139,1.82923,5.83833,2.10328,-852.336,87.3936,11119.9,13.628,-7.27139,3.41449
84,0,-584.185,626.072,11236,1.17387,8.42962,3.00308,-679.973,301.644,11228.8,12.4697,-4.57346,4.20728
84,1,-573.412,685.936,11106.7,0.183009,13.8714,3.29264,-565.038,363.92,11218,11.8903,-2.85071,4.00918
85,0,-598.547,651.228,10799.1,-2.39303,20.411,6.47832,-621.287,520.721,10716.5,9.03995,6.21854,7.19476
85,1,-633.264,622.494,10316.7,-6.50878,26.6001,10.4722,-610.526,513.563,10521.3,6.87514,10.2895,9.25294
86,0,-627.282,635.659,9736.07,-10.7314,31.3564,14.3899,-652.414,547.069,9691.82,0.701862,16.6609,14.9232
86,1,-755.356,357.965,9284.75,-13.0029,33.7651,17.1949,-763.74,471.668,9350.56,-2.13405,19.4816,17.2103
87,0,-928.936,44.3171,8972.29,-15.2437,34.3902,19.0852,-1049.83,-137.602,9018.99,-5.1369,20.2134,20.1217
87,1,-1018.73,-61.0486,8775.96,-16.2652,32.6222,16.7686,-1224.62,-405.809,8912.42,-6.12804,19.8171,19.3904
88,0,-1145.61,-237.008,8651.46,-15.7165,30.7776,13.7045,-1491.56,-707.456,8720.9,-5.01537,17.2564,15.412
88,1,-1351.51,-568.592,8548.51,-12.9728,28.3539,11.8446,-1613.69,-903.8,8643.07,-4.13116,16.0519,13.9939
89,0,-1565.79,-987.572,8483.86,-10.5337,26.494,10.3203,-1857.88,-1513.07,8562.87,-0.579645,13.5826,11.8905
89,1,-1693.89,-1164.77,8567.64,-7.48504,23.5826,7.37834,-1930.92,-1736.99,8512.59,1.50904,12.0733,11.3567
90,0,-1729.81,-1115.71,8869.29,-2.66813,18.72,4.14661,-2030.27,-1665.18,8895.61,8.00237,6.06772,6.05243
90,1,-1672.36,-847.575,9170.96,2.31667,15.0003,3.26221,-2017.12,-1569.41,9108.73,11.2956,3.41472,4.26829
91,0,-1565.82,-618.918,9342.16,3.35368,15.3505,5.60949,-1750.19,-972.11,9254.77,14.5424,2.98783,6.46317
91,1,-1465.26,-451.32,9512.15,2.10379,16.9663,7.91142,-1634.05,-687.146,9323.02,14.8019,3.20119,8.10966
92,0,-1459.26,-379.485,9593.56,-0.62474,20.2131,9.51208,-1558.63,-666.784,9472.64,9.81761,8.04825,10.701
92,1,-1479.62,-343.571,9591.17,-2.81996,23.262,9.28361,-1537.08,-702.695,9515.76,7.72872,10.1371,11.0976
93,0,-1545.45,-313.643,9536.11,-4.07004,25.7468,7.43921,-1634.03,-656.018,9496.6,6.32636,13.3686,8.82646
93,1,-1493.99,-277.731,9253.62,-6.4327,27.256,6.20435,-1784.86,-575.812,9375.71,5.41164,14.3903,8.10976
94,0,-1610.09,-300.469,9258.37,-8.68886,27.1494,7.30168,-2018.29,-735,9330.21,1.58577,14.6189,9.39011
94,1,-1714.24,-228.655,9443.91,-6.28082,22.6682,7.42382,-2169.14,-809.239,9349.36,0.868847,13.552,9.8628
95,0,-1622.08,-114.931,9646.22,-1.46384,17.287,5.89955,-1968.06,-602.165,9665.36,8.76439,5.9002,7.59172
95,1,-1491.6,64.6267,9865.29,2.37776,13.3235,5.15247,-1877.06,-492.013,9811.43,11.8902,2.74398,6.60064
96,0,-1341.96,215.467,10194.5,2.72872,10.9758,4.51226,-1678.36,-184.386,10080.8,13.3992,-0.700863,6.29576
96,1,-1270.13,435.724,10619.4,2.37807,10.2592,3.04892,-1441.33,-3.60052,10424.3,13.4757,-2.36274,5.8537
97,0,-1277.3,569.812,11251.5,1.44827,13.018,0.0155338,-1283.3,286.078,11063.5,12.302,1.41724,1.47913
97,1,-1265.34,629.671,12046.4,-2.49959,18.719,-3.3229,-1228.23,420.177,11423.9,10.991,3.88707,-0.579197
98,0,-1428.12,641.646,12580.3,-7.78919,27.484,-6.75276,-1695.04,525.517,12588.6,2.80575,15.517,-4.90808
98,1,-2062.54,867.873,13192,-14.0848,33.3076,-10.3656,-2564.11,767.318,12996.9,-1.28033,20.0457,-6.78348
99,0,-2065.02,627.316,13937.8,-17.2407,40.2128,-19.6485,-2104.58,213.154,14008.4,-6.0666,28.2156,-18.7487
99,1,-2245.73,284.936,14507.6,-21.0362,49.5419,-28.0177,-1922.54,-34.7115,14449,-8.32308,32.7742,-24.6035
100,0,-2679.07,-74.189,14798.5,-27.7585,59.6486,-27.1345,-2574.89,-331.565,14704,-16.5083,44.6177,-25.2439
100,1,-3019.06,-490.775,14957.8,-34.2983,70.3802,-21.6926,-2801.21,-559.031,14812.9,-20.7468,50.0456,-23.5978
101,0,-3409.31,-882.232,15136.1,-38.0485,80.106,-16.7534,-3341.05,-1299.97,15029.6,-28.0938,63.8705,-15.6868
101,1,-3697.82,-1260.52,15079.9,-42.713,85.7771,-11.4944,-3637.98,-1546.65,15126.6,-30.7317,69.6645,-12.4544
102,0,-3758.9,-1513.12,14765.1,-45.8535,87.0732,-8.70443,-3835.49,-1967.99,14708.8,-37.3469,72.0882,-6.20494
102,1,-3830.71,-1730.99,14427.5,-47.1036,86.1282,-5.89965,-3981.55,-2189.49,14512.5,-39.7866,72.561,-3.75005
103,0,-3825.94,-1829.17,14209.6,-44.0248,82.409,-2.14972,-4070.14,-2500.71,14167.7,-35.3511,68.0188,0.883648
