Frame,Sub Frame,ACCX1,ACCY1,ACCZ1,GYROX1,GYROY1,GYROZ1,ACCX2,ACCY2,ACCZ2,GYROX2,GYROY2,GYROZ2
10,1,2603.69,1000.78,-2260.13,29.3598,-17.4695,4.77132,1552.64,1533.49,-2280.48,47.1799,-24.0092,0.350604
11,0,3652.35,1203.09,-2585.74,16.0214,-29.6189,13.8415,3265.69,1865.08,-2709.04,28.2927,-41.4329,14.192
11,1,5548.56,1707.06,-2464.83,8.82623,-38.1098,19.3445,4805.16,1963.25,-2598.91,20.7775,-47.9116,19.5427
12,0,7487.86,2153.58,-2256.54,9.49695,-47.2713,26.5244,7052.12,2497.15,-2245.76,23.2317,-57.8354,26.7835
12,1,9654.61,2639.61,-2024.3,9.84757,-56.3262,32.3781,8057.69,2773.68,-2108.09,24.5275,-63.186,30.6403
13,0,12147,3252.52,-1611.3,8.84147,-58.8567,31.9208,11909.9,3728.97,-1561.02,22.9421,-70.4878,32.5762
13,1,14560.3,3798.4,-1059.44,7.62196,-52.8811,24.8019,13692.4,4158.73,-1322.8,22.4238,-71.4939,31.9512
14,0,16533.2,4037.82,-300.474,6.58537,-46.2805,18.8262,16393.1,4666.3,-483.631,19.4665,-55.8232,18.5061
14,1,17730.3,4074.93,403.422,2.86586,-31.7226,11.2043,17797.3,4944.03,29.9269,17.3323,-47.4848,12.3171
15,0,18083.4,4056.97,713.472,-3.68902,-10.7317,8.44513,18523.9,5038.6,652.419,8.30795,-22.6677,9.6494
15,1,18212.7,3896.56,883.46,-12.3018,12.9725,10.3354,18692.7,5063.74,815.226,3.41464,-9.95428,10.1982
16,0,17654.8,3396.18,942.118,-21.9817,36.7683,11.8598,17812.9,4229.36,855.927,-11.2957,21.875,14.0396
16,1,16072.3,2557.01,768.539,-29.2073,60.1524,13.3232,17176,3706.22,814.029,-17.622,36.3415,15.9146
17,0,13854.1,1619.68,389.058,-32.0275,81.8445,12.9421,13972.6,2005.15,345.963,-23.247,65.8841,16.5244
17,1,11182.1,924.163,-187.944,-29.3293,99.5732,10.0305,12447.5,1285.69,88.5856,-24.2988,78.7653,16.1433
18,0,8446.75,332.795,-861.912,-25.3201,108.201,5.85367,8748.42,478.842,-834.378,-19.4665,92.7439,11.0366
18,1,5813.12,-7.18227,-1328.78,-18.3384,103.75,0.823177,7021,114.922,-1216.25,-17.1037,96.8293,8.65854
19,0,3391.39,122.104,-1886.63,-10.5793,93.4452,0.655486,3063.39,-260.967,-1697.49,-0.640267,76.6921,5.7622
19,1,1181.54,100.557,-2765.3,5.24388,71.6007,1.76829,1399.41,-384.269,-1930.92,8.82622,65.1982,4.60366
20,0,-306.456,28.7305,-3244.14,19.0701,45.7622,-1.05183,-2291.25,43.095,-3229.78,28.9329,30.2135,0.990859
20,1,-2676.71,96.965,-4116.83,15,16.1738,8.7195,-4119.22,535.104,-4088.1,34.0854,14.1921,2.78963
21,0,-2021.91,752.975,-3612.85,3.24697,-19.6494,9.71037,-2329.56,1096.54,-3335.12,18.0336,-30.3353,10.2287
21,1,-666.787,1436.52,-3155.56,-7.92682,-42.8354,-10.9603,-1244.99,1517.92,-3165.13,10.2439,-54.0092,-0.0609543
22,0,1449.69,1827.97,-3408.15,-18.9787,-52.6982,-36.9055,933.735,2086.55,-3603.27,-2.49998,-62.3019,-31.8292
22,1,5347.44,2365.47,-4010.29,-28.0793,-70.7774,-58.9024,2339.13,2479.2,-4040.21,-7.56098,-69.8323,-46.6159
23,0,9145.85,3017.89,-3586.51,-23.9634,-76.6769,-62.8964,8736.43,3174.71,-3341.11,-6.64635,-85.3049,-60.4116
23,1,12459.4,3575.74,-3066.97,-13.5214,-67.2714,-52.2104,11344.9,3488.35,-2995.15,-3.56708,-87.5763,-61.6921
24,0,15576.7,4241.33,-1842.34,-8.67379,-56.2195,-42.7439,15376.8,4709.39,-2139.22,4.63414,-66.3873,-44.0549
24,1,18365.9,4829.1,138.861,-7.94208,-33.3385,-27.7897,17366.3,5222.95,-1255.76,6.89025,-49.2836,-31.936
25,0,20022.7,5357.03,2348.71,-7.8811,-11.6769,-5.13722,19189.5,5858.61,2146.4,5.18293,-23.2165,-2.54578
25,1,20648.8,5437.23,3060.99,-5.57927,-1.67684,19.0853,19962.9,6190.21,3460.82,6.7378,-15.5793,12.3323
26,0,20618.9,4774.04,3151.97,-12.9573,12.5762,32.7134,20712.2,5505.47,3119.65,-3.62803,1.23473,33.0183
26,1,19886.2,3711.01,2859.87,-21.5701,37.2561,37.3018,20744.6,4928.46,2928.11,-9.5122,11.9512,40
27,0,18686.7,2602.5,2205.06,-27.6524,61.9665,36.6159,19201.5,3459.62,2132.04,-18.7043,46.5396,40.1067
27,1,16876.7,1684.32,1751.36,-29.0701,84.6647,33.5061,18334.8,2730.59,1804.03,-22.0274,61.4787,39.4207
28,0,14617.8,1182.74,1539.47,-21.814,108.216,28.4604,15437.8,1420.96,1598.13,-16.8445,89.9238,33.5823
28,1,12047.6,1209.07,1211.47,-5.76221,121.25,27.439,13827.7,943.316,1443.7,-12.0427,102.942,30.6555
29,0,8851.37,1163.58,293.29,10.5793,119.482,37.2104,8635.89,951.695,403.424,11.4634,107.378,38.2622
29,1,5675.46,876.278,-1079.78,18.3079,109.421,48.1555,5799.95,1005.56,-281.318,21.8445,106.037,44.2531
30,0,2937.69,768.539,-2358.29,24.5579,83.7043,61.2043,2285.27,538.696,-1668.76,33.5976,63.994,64.6189
30,1,1687.91,930.147,-3161.54,33.3079,50.3506,67.9878,587.777,529.118,-2717.42,39.6646,43.1098,71.997
31,0,803.255,1011.55,-4121.62,37.7744,23.75,59.2531,128.09,812.831,-4175.49,46.8445,12.1494,59.6952
31,1,675.165,790.087,-4777.63,34.7256,5.07623,33.1555,166.397,905.008,-4703.41,49.1464,0.0609765,50.5031
32,0,1121.68,867.898,-4829.1,21.997,-8.75,-3.90243,888.249,1419.76,-4762.07,34.4817,-18.2622,0.411604
32,1,2383.43,1655.59,-4256.89,7.92684,-26.311,-35.1677,1115.7,1801.64,-4474.76,26.6006,-27.0579,-22.6372
33,0,4535.81,2393,-4053.38,-3.53659,-41.7531,-51.7836,4153.94,2942.47,-4125.21,12.3476,-50.5488,-47.1647
33,1,6597.22,2851.49,-3870.23,-9.78659,-52.439,-44.9238,5504.27,3342.31,-4041.41,6.64634,-59.8323,-53.933
34,0,9015.37,3301.6,-3438.07,-11.2957,-56.2805,-23.8415,8421.6,3866.64,-3513.49,4.66464,-67.7439,-28.5214
34,1,11734,3483.56,-2692.28,-12.3171,-54.2531,-11.7531,9999.38,4122.81,-3236.96,3.78049,-69.9543,-16.0518
35,0,14279,3454.83,-1479.62,-13.2622,-42.2104,-2.10366,14085.1,4115.63,-1763.33,1.14329,-51.9055,-1.25
35,1,15632.9,3355.47,-605.733,-14.436,-22.0122,2.80488,15853.2,4103.66,-992.397,-0.243902,-41.8903,3.82622
36,0,17013.2,3062.18,450.11,-16.1738,0.121951,4.10061,17793.7,3661.93,612.916,-4.67988,-11.1433,4.16159
36,1,17786.5,2610.88,1198.3,-18.9787,20.9451,4.1311,18391.1,3471.59,1183.93,-6.73781,2.40854,4.16159
37,0,17544.7,1883.04,1576.58,-23.0488,38.1555,6.32622,17742.2,2548.63,1537.08,-12.4848,22.6829,7.43903
37,1,16350,1059.43,1601.72,-25.4268,52.3476,8.85671,17256.2,2098.52,1622.07,-14.9695,31.5396,9.58842
38,0,14682.4,468.066,1383.85,-23.1098,69.0397,10.5488,15148.1,986.411,1283.29,-14.0854,52.3171,14.1921
38,1,12819.8,149.638,968.455,-18.811,87.0122,10.0457,14127,549.469,1126.47,-12.9421,62.6677,15.3811
39,0,10724.8,86.1913,320.823,-12.7896,100.351,13.186,10803.8,295.684,227.449,-6.09756,84.2988,18.3232
39,1,8385.69,-136.47,-527.922,-9.87805,103.384,15.061,9393.65,248.997,-185.551,-2.66768,91.6921,20.2896
40,0,5875.37,-160.411,-1283.29,-9.72561,97.4696,18.5518,5943.6,-172.383,-932.542,-2.30183,83.0183,24.1768
40,1,3744.53,-71.826,-2211.05,-4.14634,83.6433,22.6525,4393.36,-233.435,-1358.71,0.92988,74.2073,27.1037
41,0,2589.33,-40.7014,-2795.23,4.6494,64.375,20.9146,1859.1,-274.136,-2704.25,13.7653,50.625,23.4756
41,1,1379.06,-16.7594,-3384.2,11.936,43.4451,11.1738,876.278,-329.203,-3260.9,19.3293,39.6189,20.061
42,0,650.025,198.719,-3748.12,15.2439,19.5122,-2.69818,-98.163,148.441,-3634.4,25.6403,7.80486,-0.365871
42,1,851.139,799.664,-3916.91,15.4726,-7.65246,-13.5214,-423.774,490.811,-3708.62,27.8354,-7.72867,-9.55793
43,0,2212.24,1547.85,-4068.95,11.936,-31.4634,-19.2073,1476.03,1825.58,-4001.91,25.2287,-41.433,-17.9268
43,1,4226.96,1975.22,-4025.85,7.77439,-46.4482,-21.1281,2582.15,2268.51,-4139.57,22.8201,-53.9025,-20.9299
44,0,6839.04,2309.21,-3743.33,4.16158,-55.1067,-19.6646,6280,2762.91,-3742.14,19.6189,-65.122,-20.1829
44,1,9934.74,2624.05,-3062.18,1.18902,-55.5793,-18.8567,8095.99,3011.91,-3497.93,17.8506,-69.2988,-19.8323
45,0,13192.1,2851.49,-2184.71,0.625001,-52.7439,-19.9238,12883.2,3288.44,-2352.3,15.5488,-63.247,-22.8811
45,1,16014.8,3235.76,-1042.67,1.44817,-44.9085,-24.5579,14982.9,3475.18,-1731.01,15.1067,-59.6952,-25.3201
46,0,17537.5,3501.52,-284.909,0.609755,-31.7683,-27.8049,17832,4379,-311.244,12.4848,-40.9604,-29.1311
46,1,18777.7,3772.07,591.369,-3.96342,-15.686,-24.7104,19087.8,4783.62,503.98,10.3963,-31.2653,-29.7409
47,0,19293.7,3737.35,1217.45,-9.20733,1.64637,-10.2134,19440.9,4692.64,1259.35,2.77438,-11.9055,-11.0061
47,1,19075.8,3446.45,1198.3,-15.747,26.0671,7.37808,19668.4,4678.27,1340.75,-0.685978,-1.96646,-0.42682
48,0,18306.1,2880.22,1346.74,-20.061,54.6037,18.1708,18741.8,3427.3,1462.86,-9.90856,37.4239,18.9177
48,1,16619.3,1875.86,1383.85,-18.9482,76.433,20.3964,17974.5,2798.82,1510.74,-12.1799,54.2836,24.8323
49,0,14393.9,940.92,1069.01,-18.4299,92.7135,20.061,15108.6,1623.27,1170.76,-10.7165,76.433,25.3201
49,1,12036.8,647.631,636.857,-15.4116,107.683,19.8476,13304.6,970.848,914.585,-11.4482,85.9604,23.9787
50,0,9522.93,281.318,-155.624,-11.9207,112.683,24.6647,9870.09,477.642,4.78679,-5.06097,96.9818,32.0732
50,1,6465.54,-76.6149,-1313.22,-4.78658,110.549,35.4726,8300.7,147.243,-415.394,-1.66158,99.4513,36.8598
51,0,4575.32,-351.948,-1996.77,6.6921,98.9025,45.625,3467.99,-766.147,-1899.8,15.183,83.0488,50.1677
51,1,2084.15,-843.957,-2850.3,22.3019,73.1707,50.2744,1261.74,-1239,-2483.98,23.4604,72.8354,54.8476
52,0,-547.08,-1043.87,-3725.38,40.183,37.3475,50.4421,-2055.43,-1456.87,-3718.2,50.5489,23.567,52.9421
52,1,-2088.94,-639.251,-4402.94,52.1647,2.43896,43.064,-3153.16,-1271.32,-4322.73,61.9665,0.914617,50.8842
53,0,-1933.32,424.973,-4515.46,52.1646,-27.8507,23.7042,-2438.49,517.152,-4552.57,65.5641,-34.2684,29.4817
53,1,-380.674,1817.2,-4361.04,39.4512,-53.0031,-6.96653,-1880.64,1474.83,-4502.3,64.3598,-49.6342,16.1433
54,0,2438.5,2738.97,-4738.13,17.2408,-71.997,-36.1129,1980.01,3345.9,-4959.59,37.1341,-77.9422,-27.683
54,1,5495.9,3557.79,-4750.1,-1.60064,-83.7043,-56.1738,3778.05,3994.73,-5094.86,23.9939,-89.0397,-45.2897
55,0,8649.06,4404.14,-4480.75,-10.061,-87.8507,-62.1037,8190.57,5216.97,-4629.19,5.7774,-98.2165,-58.9177
55,1,11925.5,4784.81,-3949.23,-19.7866,-86.8598,-58.0945,10240,5728.13,-4426.88,-2.1494,-100.671,-61.9055
56,0,15218.8,4815.94,-2856.28,-27.1799,-71.8902,-49.0396,14730.3,5560.53,-3235.76,-11.9817,-82.2104,-50.2287
56,1,17229.9,4775.24,-1921.35,-24.7866,-45.8994,-37.9268,16827.6,5406.11,-2506.73,-14.0854,-65.3506,-42.5305
57,0,19335.6,4599.26,-644.037,-18.7652,-19.0396,-23.9024,19784.5,5370.19,-472.849,-6.55486,-31.5396,-25.4878
57,1,20480,4073.73,427.367,-19.8018,5.3964,-1.70726,20846.3,5324.7,271.742,-4.46647,-17.1189,-15.5793
58,0,20316,3263.29,1128.87,-26.5244,29.3598,19.497,20490.8,4053.38,1139.64,-15.7317,13.7806,18.5824
58,1,18965.7,2402.58,1617.28,-30.5336,54.1159,30.2744,20061,3418.92,1482.01,-20.5031,28.5823,31.4634
59,0,17255,1742.98,1821.99,-31.3567,75.7775,32.2866,17800.9,2452.86,1719.04,-22.4086,55.8995,37.3019
59,1,15482.1,1274.91,1734.6,-29.5732,91.7989,27.0579,16800.1,2039.86,1837.55,-22.9268,70.3049,36.7835
60,0,13678.1,1031.9,1486.8,-25.7165,101.418,22.0579,13977.3,1376.66,1601.72,-20.503,85.4726,27.3475
60,1,11674.1,677.558,1018.73,-20.6098,104.97,21.936,12690.5,1132.46,1438.92,-17.6829,90.2897,24.7256
61,0,8984.23,132.877,221.461,-8.97863,105.488,26.2348,9174.57,150.831,299.271,0.457377,90.7927,31.997
61,1,7143.1,-262.166,-574.61,10.0001,99.2683,38.7196,7103.59,-549.471,93.3744,9.48172,88.5824,36.4025
62,0,4666.29,-861.914,-1484.41,27.2104,81.7835,51.5854,3439.26,-1256.96,-1363.5,35.0153,64.7561,55.1373
62,1,1483.2,-1300.05,-2452.86,41.8293,55.1067,61.4025,663.188,-1827.97,-2097.32,45.5945,52.0427,62.0275
63,0,-626.088,-954.088,-3439.27,54.1464,23.6889,57.3018,-1613.7,-1246.18,-3359.07,63.1403,14.9694,58.9329
63,1,-1387.44,-169.986,-3942.05,54.0092,-8.8568,34.7408,-2342.73,-780.509,-3858.26,69.7256,-2.68295,53.7805
64,0,-945.707,1034.3,-4001.91,39.5884,-31.8751,-1.52451,-1201.88,1418.57,-4000.71,54.2835,-37.6069,5.06079
64,1,1001.98,2097.32,-3928.88,21.2195,-47.622,-37.5459,-463.277,2449.27,-3982.75,45.3659,-50.9756,-18.5061
65,0,3489.56,2284.07,-4036.62,5.70118,-62.1495,-60.0001,2541.46,2668.34,-4115.63,24.1615,-70.7471,-54.0245
65,1,6083.67,2491.17,-4137.18,-2.22563,-69.2683,-65.9909,4489.13,2806,-4219.78,15.4878,-78.9025,-66.4635
66,0,8996.22,2814.39,-3671.51,-12.0732,-69.375,-62.2104,8404.86,3424.91,-3871.42,2.19507,-79.4665,-61.5549
66,1,10995.4,2958.04,-3161.54,-20.686,-59.0549,-52.9268,10240,3648.76,-3602.08,-3.52135,-77.7134,-57.3781
67,0,13921.1,2974.8,-2144,-23.4451,-41.692,-43.3079,14863.2,3579.33,-1821.98,-8.41466,-53.445,-43.6433
67,1,16794.1,3027.47,-676.357,-21.0213,-23.75,-33.75,16807.3,3549.4,-957.679,-9.14634,-41.8445,-37.8659
68,0,18561.1,2750.94,739.813,-19.3445,-7.07312,-23.064,18814.8,3350.68,847.555,-7.30183,-19.5731,-23.2926
68,1,19103.3,2343.92,1581.37,-18.6281,10.1373,-7.54568,19456.5,3173.51,1492.79,-7.04269,-9.49694,-14.9847
69,0,18753.8,1932.12,2017.12,-16.4634,29.1464,4.7104,19206.3,2558.2,1991.98,-6.81403,11.6922,3.18605
69,1,17568.6,1495.18,1826.77,-13.1402,48.3842,9.61892,18782.5,2254.14,2189.5,-6.25,22.4848,10.122
70,0,15868.8,1114.5,1449.69,-13.0335,65.4726,9.45122,16367.9,1764.52,1505.95,-4.58841,47.119,12.2866
70,1,14287.4,1085.77,1013.94,-14.2988,74.7409,7.5,15302.5,1599.33,1180.34,-4.49695,57.7135,12.6372
71,0,12606.7,1023.52,562.636,-16.3262,83.8263,3.3384,12804.2,1418.56,678.754,-7.83538,71.7379,7.11888
71,1,10656.6,784.1,-74.2227,-15.6098,90.8995,1.90549,11659.8,1266.53,245.404,-8.44512,77.058,5.07622
72,0,9501.39,537.497,-478.841,-13.3994,93.9939,1.875,9210.48,818.815,-575.809,-5.13718,80.9452,6.41769
72,1,7428,202.309,-982.822,-10.3811,86.6463,10.0763,7617.15,568.622,-603.338,-3.26219,79.0701,8.81099
73,0,4794.38,-263.364,-1980.01,-2.66765,71.4024,24.3293,3689.45,-452.509,-1971.63,6.06712,58.8871,26.6007
73,1,2499.54,-413,-2911.35,12.119,53.1097,35.625,2115.28,-877.475,-2609.68,11.6006,49.2988,35.4269
74,0,852.331,-471.658,-3572.15,28.5367,30.8993,36.8293,28.7213,-834.379,-3470.4,36.5398,20.4724,38.3384
74,1,77.8097,-82.5981,-3907.34,34.0854,7.22553,24.6036,-824.803,-575.804,-3818.75,46.3567,7.01218,36.9055
75,0,474.054,828.398,-3861.85,25.3353,-14.7257,0.320027,-301.667,960.082,-3855.86,40.4573,-19.0855,9.64927
75,1,2141.62,1758.54,-3833.12,10.8231,-33.9635,-25.1678,199.917,1693.9,-3809.17,32.9421,-35.3202,-9.81713
76,0,4326.33,2302.03,-3910.93,2.89632,-44.9543,-37.8049,3228.59,2573.77,-3882.2,18.0335,-56.9208,-35.7166
76,1,6684.62,2624.05,-3946.84,-4.51222,-57.7745,-44.1464,4645.95,2940.08,-3966,12.3323,-65.9756,-44.7256
77,0,8238.45,2774.88,-3817.55,-13.7043,-62.9421,-41.936,8783.15,3501.52,-3700.24,0.137139,-72.6525,-40.9909
77,1,10643.4,3059.79,-3134.01,-21.1738,-51.4481,-35.3811,10687.7,3688.27,-3429.69,-5.56404,-71.875,-38.1098
78,0,13623,3235.76,-2037.46,-23.5061,-31.1585,-30.2134,14294.6,3749.32,-1959.65,-9.40551,-42.6218,-30.8994
78,1,16298.5,3125.63,-758.958,-19.9238,-13.2469,-23.4604,15842.4,3700.24,-1237.8,-9.52744,-29.7866,-27.6524
79,0,18093,2910.15,312.447,-17.8354,1.52444,-11.3414,18072.6,3655.95,250.201,-6.64633,-13.0182,-14.2378
79,1,18805.3,2505.53,1041.48,-18.8872,16.7684,5.19823,18889.1,3605.67,883.461,-6.29574,-5.28963,-6.26523
80,0,18526.3,1976.41,1489.19,-19.0549,33.9787,15.3354,18749,2646.79,1491.59,-8.47562,17.1342,14.0092
80,1,17355.6,1461.66,1567,-17.5,50.0306,15.061,18423.4,2181.12,1708.26,-8.87195,27.5305,20.3201
81,0,15762.2,1159.99,1367.09,-16.9207,58.933,12.5,16406.3,1728.61,1403,-7.95732,46.7531,15.4573
81,1,14021.6,954.089,1058.24,-16.3872,69.619,8.68902,15152.9,1540.67,1186.33,-7.77439,54.8628,13.0183
82,0,12743.1,754.173,804.451,-12.6524,77.561,8.3994,12169.7,811.631,822.407,-3.50608,64.3293,13.3384
82,1,10438.7,183.154,323.216,-1.26521,76.2805,22.6525,10686.5,571.017,548.272,0.167692,66.2043,15.686
83,0,7059.29,-1046.27,-320.825,17.7287,67.2104,51.0519,5839.44,-1832.77,-210.693,26.1586,53.7805,54.5886
83,1,3654.74,-2023.1,-1231.82,48.7654,54.4512,86.677,3430.89,-2992.75,-384.269,40.7927,47.7896,74.0397
84,0,784.094,-2547.43,-2104.51,80.0611,34.4512,111.189,-804.465,-3435.68,-1735.8,86.2197,23.5365,109.665
84,1,-756.57,-2232.59,-2869.45,99.6952,2.33223,106.22,-2042.25,-3274.07,-2308.01,105.701,8.53657,121.845
85,0,-1209.07,-1119.29,-3392.58,97.2256,-39.8172,67.5152,-2098.52,-1237.8,-3193.87,110.259,-40.7167,78.9785
85,1,-1095.35,612.921,-4000.71,78.9634,-74.3751,9.45106,-2032.68,-211.885,-3652.36,108.293,-63.8415,53.2317
86,0,-155.62,2145.21,-5038.6,62.2104,-88.5519,-26.4635,-446.513,2776.09,-5244.5,74.253,-95.0611,-27.7899
86,1,1726.22,3296.82,-5864.6,32.5304,-92.4086,-56.9361,495.601,3909.73,-5920.86,56.5092,-105.183,-59.2074
87,0,4657.93,4054.58,-6136.34,4.32921,-86.5396,-65.9604,4414.92,4896.15,-6245.28,18.6432,-95.1677,-62.8811
87,1,6941.99,4426.88,-6027.4,-15.0915,-72.9116,-60.2592,6421.25,5316.33,-6345.83,3.4756,-89.3903,-61.2805
88,0,10542.9,4618.42,-5273.23,-27.7592,-54.9543,-57.1342,11407.2,5482.72,-5196.61,-12.1647,-68.1555,-57.5305
88,1,14526.8,4655.53,-4189.85,-36.6311,-41.6921,-54.0701,13596.7,5515.04,-4560.95,-18.75,-58.0945,-56.4787
89,0,17686,4715.38,-2937.68,-44.375,-33.7195,-46.2195,17714.7,5712.57,-2807.2,-30.0305,-48.186,-48.4146
89,1,19496,4685.45,-1748.96,-47.2866,-20.5335,-29.1311,19317.6,5722.14,-2056.62,-34.3293,-43.5061,-42.6677
90,0,20345.9,4528.63,-831.984,-43.0488,0.670776,-4.4969,20638,5261.26,-806.843,-31.3262,-16.4024,-8.53651
90,1,20573.4,3946.84,-220.266,-39.2378,26.4025,19.4055,21091.7,5088.88,-307.655,-29.1006,-2.53048,7.85063
91,0,19923.3,3068.17,265.757,-40.4421,50.8385,30.7622,20547,4107.25,111.331,-30.2287,27.7745,29.8476
91,1,18614.9,2522.29,591.368,-42.2409,64.1769,31.2957,20037.1,3578.13,375.89,-32.1951,45,36.4939
92,0,17150.9,2353.5,757.765,-45.4573,79.0397,25.6402,17882.3,3111.26,766.145,-37.2104,66.0824,29.1921
92,1,16165.6,2234.99,689.53,-47.6829,92.4543,19.3293,16794.1,2935.29,895.431,-39.1768,74.4055,25.3964
93,0,14623.8,1861.49,501.585,-47.0579,103.643,17.7592,14191.6,2148.79,476.445,-38.9634,89.0245,24.2988
93,1,12820.9,1201.89,292.092,-39.9848,109.588,23.3232,13089.1,1528.7,435.745,-38.1098,95.4421,26.0061
94,0,10278.3,355.538,-231.041,-26.9055,109.253,35.0153,10029.3,122.102,-130.485,-19.8475,94.6189,41.1433
94,1,7028.18,-839.169,-1285.69,-5.45729,105.899,58.7348,8221.69,-658.406,-355.539,-8.125,94.4665,50.4116
95,0,3760.09,-1820.79,-2177.53,16.9055,94.9695,79.7257,3236.95,-2366.67,-1804.03,18.7043,84.5122,78.369
95,1,1280.9,-2312.8,-3046.62,37.561,69.375,85.183,1102.53,-3022.68,-2424.13,31.7683,77.0884,89.5275
96,0,-691.926,-2188.3,-3762.49,46.0976,33.7347,62.6067,-1549.05,-2450.46,-3523.07,52.6982,32.0122,70.0457
96,1,-1842.34,-1394.62,-4174.29,43.3689,6.49389,40.7317,-2962.83,-1865.08,-4064.16,58.8262,9.43597,54.8781
97,0,-1853.11,171.187,-4396.95,29.4055,-25.5641,3.4146,-2478,172.385,-4508.28,37.7744,-40.061,-6.00616
97,1,-1167.17,1237.8,-4490.33,8.81096,-46.936,-36.2043,-1812.41,1567.01,-4663.91,26.8598,-57.9573,-33.2317
98,0,732.627,1880.65,-4800.37,-8.67379,-53.9939,-61.7988,1030.71,2246.96,-4906.92,6.89023,-64.5732,-60.5031
98,1,3574.54,2363.08,-4862.62,-16.5244,-58.4147,-73.9025,2486.38,2436.1,-4948.81,-0.152439,-67.5763,-70.686
99,0,6861.78,2780.87,-4613.63,-23.8415,-60.625,-76.5702,7143.1,3507.51,-4574.12,-8.61282,-71.6311,-75.4116
99,1,10451.9,3019.09,-4031.84,-33.811,-58.0031,-72.5458,9344.57,3898.96,-4399.35,-13.5366,-72.9574,-76.0366
100,0,13824.1,3060.99,-2948.46,-39.9848,-45.9451,-65.2134,13812.2,3764.88,-3066.97,-24.2836,-58.1707,-66.5092
100,1,16740.3,2966.42,-1594.54,-38.5976,-29.0854,-49.8323,16174,3661.93,-2104.5,-27.1189,-50.2134,-60.4421
101,0,18969.3,2755.73,-106.54,-30.6555,-9.37498,-26.3872,19156,3320.76,-213.081,-20.686,-28.3536,-33.8872
101,1,20158,2193.09,772.131,-24.4512,4.46648,-10.1829,20259.7,3119.64,635.661,-16.6311,-17.2866,-20.4726
102,0,19791.7,1274.91,1448.49,-21.2957,24.8019,6.60064,20155.6,2133.23,1341.95,-11.814,13.8568,8.68909
102,1,18405.4,859.518,1783.68,-21.2653,44.9696,16.997,19777.3,1617.28,1690.31,-11.0213,27.4848,19.9695
103,0,17330.4,800.86,1745.37,-21.3262,62.8812,17.5457,17379.5,1325.19,1580.17,-12.1342,50.7165,19.7561
103,1,15775.4,699.107,1319.2,-19.5427,78.369,15.3354,16253,1199.49,1383.85,-12.1646,61.0214,18.9939
104,0,13745.1,335.187,778.115,-15.8994,88.2927,16.2195,13514.1,575.804,768.537,-8.41463,74.2226,19.6189
104,1,11359.3,-313.642,142.454,-8.61279,88.5824,26.8598,11915.9,312.443,525.527,-5.82317,78.2927,21.936
