Frame,Sub Frame,ACCX1,ACCY1,ACCZ1,GYROX1,GYROY1,GYROZ1,ACCX2,ACCY2,ACCZ2,GYROX2,GYROY2,GYROZ2
58,0,8642.02,-1988.32,-507.672,54.1773,26.5384,-16.0826,-3684.56,9243.05,-1222.25,12.8126,177.505,30.8875
58,1,8553.39,-2001.55,-542.192,54.131,27.9096,-15.7627,-3684.71,9126.82,-1188.78,10.9306,172.061,30.0613
59,0,8468.4,-1990.8,-621.188,54.1007,28.8862,-15.8077,-3526.92,9020.3,-1066.81,7.32318,161.299,28.2653
59,1,8432.4,-1987.19,-659.571,54.3136,29.0397,-16.0819,-3476.38,8935.26,-1029.51,5.61072,156.314,27.5003
60,0,8370.23,-1994.36,-679.928,55.075,27.8375,-16.5238,-3275.62,8751.1,-957.807,1.91167,144.928,25.6586
60,1,8365.32,-2018.27,-645.307,55.5788,26.7999,-17.3768,-3165.21,8706.5,-951.664,0.275193,139.728,24.8784
61,0,8391.64,-2039.83,-596.219,56.4012,26.0832,-18.1698,-2896.23,8534.44,-936.171,-3.028,129.712,23.8128
61,1,8441.88,-2026.72,-573.43,57.0572,26.1886,-18.9471,-2749.85,8486.23,-885.93,-4.86144,125.246,23.293
62,0,8420.47,-1970.52,-544.725,57.606,26.5544,-19.9681,-2560.9,8453.99,-878.659,-7.45018,117.604,21.9991
62,1,8379.76,-1942.91,-500.451,57.47,26.692,-20.883,-2482.82,8434.79,-898.991,-8.68823,114.224,21.1745
63,0,8345.03,-1867.6,-423.887,57.1955,27.2095,-21.5084,-2328.62,8378.6,-908.593,-11.4436,106.279,18.6627
63,1,8146.61,-1789.76,-136.936,56.9059,27.2411,-21.8746,-2275.69,8303.19,-949.232,-12.7736,102.715,17.7289
64,0,8118.67,-1743.03,66.8359,55.825,24.6387,-22.1338,-2109.58,8305.45,-944.544,-14.9812,95.4391,15.1721
64,1,8220.33,-1726.23,87.4199,54.5748,21.9088,-22.5147,-2007.62,8337.76,-945.697,-15.762,91.8772,13.9184
65,0,8447.59,-1759.68,77.8179,54.0401,23.0609,-22.7133,-1801.97,8303.17,-980.369,-17.5274,86.3048,11.8175
65,1,8589.07,-1775.29,83.7844,53.5069,26.3976,-22.7896,-1716.68,8252.88,-973.275,-18.1554,83.7058,10.8846
66,0,8614.34,-1837.44,86.1913,52.9428,30.2388,-22.7136,-1598.33,8197.82,-967.258,-19.5859,77.8908,8.69272
66,1,8539.05,-1839.98,157.891,52.531,34.1412,-22.6373,-1500.07,8151.12,-949.332,-20.2436,75.5345,8.12476
67,0,8320.19,-1783.77,232.149,51.663,36.948,-22.622,-1321.88,8118.78,-979.165,-21.6288,71.4855,7.48596
67,1,8133.32,-1709.56,277.677,50.7177,37.6066,-22.622,-1247.42,8161.75,-969.69,-22.1188,69.6351,7.1648
68,0,8002.78,-1647.29,344.664,49.6661,37.4394,-22.3937,-1193.59,8078.21,-930.204,-23.458,67.123,7.04285
68,1,7865.14,-1672.28,453.544,49.299,37.1498,-22.1345,-1127.76,8005.08,-919.373,-24.1764,65.7024,7.05785
69,0,7746.58,-1728.54,598.349,49.9074,36.0689,-21.7536,-1082.23,8006.19,-883.523,-25.4552,63.9357,7.9862
69,1,7675.89,-1725.05,672.708,50.3502,34.4535,-21.1898,-1029.58,7993.07,-849.979,-26.1276,63.2321,8.61225
70,0,7675.79,-1765.64,731.347,50.6551,32.5179,-20.854,-853.817,8116.12,-753.134,-27.4521,61.7556,10.2717
70,1,7770.22,-1784.87,793.596,51.0969,31.0992,-20.5188,-742.303,8112.83,-676.444,-28.2311,61.0979,11.0666
71,0,7868.42,-1789.66,941.885,51.4478,31.2036,-19.9247,-640.594,8179.64,-538.91,-29.3124,59.8953,11.4324
71,1,7891.29,-1798.03,1176.42,53.0309,30.6567,-19.2539,-577.066,8246.76,-462.144,-29.6342,59.0557,11.57
72,0,7988.08,-1682.13,1440.96,54.5866,28.8747,-18.9941,-407.292,8410.57,-295.955,-29.3146,57.1677,11.2202
72,1,8185.48,-1635.25,1759.3,55.5325,27.258,-18.5982,-322.077,8504.13,-176.094,-29.253,56.1289,10.9606
73,0,8441.6,-1650.77,2076.56,57.0556,26.4794,-17.6995,-178.601,8654.8,22.4358,-28.4466,53.0996,9.91031
73,1,8691.83,-1689.05,2394.98,58.0022,26.3415,-16.9369,-94.6404,8711.28,120.838,-27.9881,51.8146,9.29927
74,0,9011.32,-1796.68,2672.78,58.9012,26.3415,-15.7183,-24.043,8797.35,334.835,-26.8769,49.2422,8.20299
74,1,9356.09,-1943.89,2911.05,59.7855,27.2545,-14.1789,-4.7884,8835.78,459.586,-26.2961,48.0494,7.59195
75,0,9557.45,-2032.59,3029.75,61.0044,28.5653,-12.6392,34.6465,8972.04,650.92,-25.3521,46.3291,7.18044
75,1,9828.99,-2139.06,3103.99,62.9849,30.9111,-11.7083,83.734,9059.58,755.289,-25.0153,45.3362,7.02752
76,0,10036.3,-2197.83,3079.02,65.8192,35.4201,-11.0679,70.6731,9382.33,957.353,-23.4022,43.3569,7.69697
76,1,9886,-2189.53,2924.76,67.4071,40.3594,-10.6407,15.6443,9496.58,1037.85,-22.4093,42.3331,8.10944
77,0,9458.93,-2183.51,2791.79,67.0895,40.4441,-10.5944,-28.68,9604.16,1122.74,-19.6996,39.3648,9.54028
77,1,9136.63,-2169.17,2372.14,65.4294,35.9067,-11.0663,-52.6472,9649.81,1159.97,-18.2024,38.0494,10.4565
78,0,9019.05,-2203.79,1721.15,63.6608,30.4492,-11.4021,3.48406,9735.88,1167.17,-15.0205,34.5486,12.7097
78,1,8930.5,-2317.41,1231.17,63.5056,24.292,-11.2808,23.942,9756.38,1164.79,-13.5679,33.0038,13.6429
79,0,8910.01,-2282.99,813.38,63.8258,19.6243,-10.7174,321.497,9847.19,1106.22,-10.1277,28.9398,16.5956
79,1,9111.98,-2159.75,672.834,62.6242,14.1694,-9.54445,442.889,9803.19,1097.72,-8.56788,26.8459,17.9718
80,0,9261.82,-2154.73,807.784,60.7343,10.1265,-8.15734,966.349,10079.1,1029.63,-6.08642,24.3485,21.351
80,1,9640.83,-2089.07,996.939,59.9244,8.03571,-6.52664,1254.36,10212.4,984.055,-4.80271,23.0954,22.9412
81,0,10142.4,-1873.8,1162.18,57.9454,8.9915,-4.22586,1608.35,10438.3,969.664,-3.90373,22.1964,24.6619
81,1,10540,-1652.28,1399.06,54.3498,11.8707,-1.22369,1714.25,10521.3,978.012,-3.47593,22.1795,25.2742
82,0,10723.5,-1416.49,1730.54,50.295,13.8242,1.49053,1904.25,10507,1053.32,-2.86682,22.1648,24.6201
82,1,10812.1,-1068.32,1966.58,45.7532,14.8464,3.7776,1968.03,10457.9,1073.81,-2.50032,21.8146,24.299
83,0,10788.3,-713.926,2069.69,38.8211,15.8827,5.60751,1935.77,10393.3,1140.72,-1.11513,21.616,22.9901
83,1,10677.1,-559.166,2198.88,30.8643,16.0672,7.08657,1899.84,10355,1188.68,-0.488126,21.631,22.424
84,0,10508.4,-575.736,2372.41,26.422,15.854,7.66729,1733.68,10207.9,1268.8,1.30792,20.779,21.0998
84,1,10351.5,-567.464,2479.09,22.049,14.6514,8.15477,1677.14,10114.4,1292.87,2.16415,20.2139,20.6251
85,0,10260.4,-463.448,2503.13,17.2929,12.6248,8.70355,1589.9,9951.76,1339.47,4.21911,19.6198,19.8337
85,1,10185,-312.652,2479.24,10.4824,11.3884,9.02407,1518,9891.66,1315.68,5.24326,19.2686,19.4819
86,0,10126.3,-319.544,2549.69,3.34765,10.702,9.31363,1410.35,9891.64,1327.54,7.64843,18.203,19.1773
86,1,10077.3,-557.458,2565.41,-3.16238,10.914,9.4359,1429.25,9989.64,1346.72,9.09941,17.7746,19.131
87,0,10104.7,-1090.95,2755.39,-6.71911,8.48011,9.31427,1901.39,10796.5,1210.51,10.9727,17.333,19.1007
87,1,10655.6,-1427.82,2798.86,-7.10414,3.87854,9.40525,2108,11235.7,1149.24,11.9809,17.0125,18.7202
88,0,11646.4,-1309.94,2160.68,-7.24046,6.09146,9.45122,2032.84,11130.9,1079.9,13.595,15.8099,15.6759
88,1,12291.2,-715.609,1174.52,-10.2844,15.2907,9.31427,1876.08,10986,1036.73,14.4049,15.4725,14.1473
89,0,12247.8,130.508,362.496,-14.3391,21.9138,9.2683,736.949,9930.56,921.957,17.3426,13.7074,9.35263
89,1,11682.2,942.281,-396.429,-23.2179,28.299,9.04004,261.157,9432.23,821.325,18.6579,12.6989,7.66793
90,0,10952.1,1214.92,-811.243,-36.947,29.7261,8.05039,-294.77,9355.39,502.109,21.0174,10.5067,7.62195
90,1,10585.1,1035.85,-882.27,-52.2662,23.106,6.00915,-555.303,9565.65,319.771,21.8596,9.58882,7.80456
91,0,10582.3,343.468,-866.726,-61.9563,12.88,3.82903,-709.66,10574.7,-91.5019,21.4337,7.41223,5.35503
91,1,11010.2,-364.239,-990.972,-64.8155,6.75908,2.47096,-848.574,10964.1,-227.437,21.2348,6.66167,3.64482
92,0,11448.5,-868.502,-1235.05,-64.1177,5.97497,1.82991,-1651.84,11179.4,-473.623,19.4391,4.31812,-5.50271
92,1,11850.8,-1153.7,-1689.63,-62.9588,8.9736,1.57036,-2050.39,11196.6,-619.985,18.9784,3.21703,-9.75385
93,0,12016.4,-1405.06,-2328.66,-62.7286,15.5542,1.20483,-3115.46,10779.4,-788.631,17.3353,0.964141,-15.6155
93,1,11851.6,-1817.78,-2829.37,-63.8852,22.3694,0.595396,-3718.93,10594.4,-884.576,16.6313,0.1526,-17.6216
94,0,11502.2,-2454.34,-3054.8,-63.3096,26.3526,-0.394896,-4455.67,10552.5,-1136.83,15.9919,-1.24759,-18.0938
94,1,11158.6,-3087.71,-3086.14,-61.0248,27.0885,-1.49246,-4723.67,10605,-1241.35,15.5188,-2.07253,-18.0035
95,0,10742.2,-3808.18,-2918.82,-54.4312,26.6167,-3.64,-4887.5,11052.1,-1554.5,14.4682,-3.19945,-18.2007
95,1,10483.3,-4277.95,-2777.43,-44.1761,22.0809,-6.36826,-4922.5,11284.9,-1724.9,13.9181,-3.71919,-18.2927
96,0,10326.4,-4719.56,-2816.66,-30.857,11.8447,-9.17314,-4781.46,11738,-1858.9,12.1067,-4.1457,-18.7036
96,1,10544.8,-4872.14,-3140.66,-15.0369,-0.456095,-11.0193,-4699.88,11937.4,-1932.06,11.2048,-4.17699,-18.9328
97,0,11153.7,-4450.39,-3668.36,-0.460467,-8.75617,-11.6307,-4806.15,11924.4,-1969.19,9.72802,-3.09636,-19.4656
97,1,11831.3,-3537.59,-4105.54,7.97913,-10.8987,-11.7986,-4899.64,11866.9,-1952.52,9.13134,-2.7439,-19.6342
98,0,12315.2,-2477.02,-4480.26,10.2733,-8.34316,-11.5097,-5014.48,11557.3,-1933.34,7.80713,-0.963499,-18.4929
98,1,12553.8,-1626.69,-4644.62,8.70741,-3.37605,-11.1285,-5068.49,11433.6,-1958.41,7.19545,-0.137597,-17.5163
99,0,12533.8,-1137.76,-4568.31,4.82286,4.4703,-10.9453,-5093.63,11145.5,-1878.41,5.12549,3.27158,-14.9432
99,1,12153.6,-924.364,-4190.46,2.16737,10.0702,-11.0059,-5074.55,11037.3,-1844.74,4.26862,5.02937,-13.6898
100,0,11545.7,-853.59,-3641.15,-0.818833,15.739,-11.5388,-4980.09,10806.6,-1689.38,2.70082,8.3482,-11.0714
100,1,11210,-907.289,-3301.94,-3.24414,17.0735,-12.8486,-4865.17,10705.7,-1616.12,2.14947,10.0294,-10.1983
101,0,10994.5,-1018.58,-3061.3,-5.01308,15.6883,-14.4643,-4725.15,10478.6,-1383.05,1.03851,13.3482,-8.26557
101,1,10977.4,-1227.91,-2927.04,-6.24856,15.3352,-15.7911,-4666.34,10383.7,-1257.04,0.396824,14.7098,-7.85021
102,0,11028.8,-1488.84,-2736.86,-5.83962,16.8724,-16.691,-4519.3,10200.8,-1028.68,-0.516847,17.1453,-7.33336
102,1,11038.5,-1674.54,-2527.35,-4.42282,19.7063,-17.3468,-4415.01,10080.9,-903.906,-0.883986,18.2007,-7.36241
